No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17973 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 6420             | 1h 4m        | 35.5%            |
| 6430             | 1h 4m        | 35.75%           |
| 6440             | 1h 4m        | 35.75%           |
| 6450             | 1h 4m        | 35.75%           |
| 6460             | 1h 4m        | 35.75%           |
| 6470             | 1h 4m        | 35.75%           |
| 6480             | 1h 4m        | 36%              |
| 6490             | 1h 5m        | 36%              |
| 6500             | 1h 5m        | 36%              |
| 6510             | 1h 5m        | 36%              |
| 6520             | 1h 5m        | 36.25%           |
| 6530             | 1h 5m        | 36.25%           |
| 6540             | 1h 5m        | 36.25%           |
| 6550             | 1h 5m        | 36.25%           |
| 6560             | 1h 5m        | 36.25%           |
| 6570             | 1h 5m        | 36.5%            |
| 6580             | 1h 5m        | 36.5%            |
| 6590             | 1h 6m        | 36.5%            |
| 6600             | 1h 6m        | 36.5%            |
| 6610             | 1h 6m        | 36.75%           |
| 6620             | 1h 6m        | 36.75%           |
| 6630             | 1h 6m        | 36.75%           |
| 6640             | 1h 6m        | 36.75%           |
| 6650             | 1h 6m        | 36.75%           |
| 6660             | 1h 6m        | 37%              |
| 6670             | 1h 6m        | 37%              |
| 6680             | 1h 6m        | 37%              |
| 6690             | 1h 7m        | 37%              |
| 6700             | 1h 7m        | 37.25%           |
| 6710             | 1h 7m        | 37.25%           |
| 6720             | 1h 7m        | 37.25%           |
| 6730             | 1h 7m        | 37.25%           |
| 6740             | 1h 7m        | 37.5%            |
| 6750             | 1h 7m        | 37.5%            |
| 6760             | 1h 7m        | 37.5%            |
| 6770             | 1h 7m        | 37.5%            |
| 6780             | 1h 7m        | 37.5%            |
| 6790             | 1h 8m        | 37.75%           |
| 6800             | 1h 8m        | 37.75%           |
| 6810             | 1h 8m        | 37.75%           |
| 6820             | 1h 8m        | 37.75%           |
| 6830             | 1h 8m        | 38%              |
| 6840             | 1h 8m        | 38%              |
| 6850             | 1h 8m        | 38%              |
| 6860             | 1h 8m        | 38%              |
| 6870             | 1h 8m        | 38%              |
| 6880             | 1h 8m        | 38.25%           |
| 6890             | 1h 9m        | 38.25%           |
| 6900             | 1h 9m        | 38.25%           |
| 6910             | 1h 9m        | 38.25%           |
| 6920             | 1h 9m        | 38.5%            |
| 6930             | 1h 9m        | 38.5%            |
| 6940             | 1h 9m        | 38.5%            |
| 6950             | 1h 9m        | 38.5%            |
| 6960             | 1h 9m        | 38.5%            |
| 6970             | 1h 9m        | 38.75%           |
| 6980             | 1h 9m        | 38.75%           |
| 6990             | 1h 10m       | 38.75%           |
| 7000             | 1h 10m       | 38.75%           |
| 7010             | 1h 10m       | 39%              |
| 7020             | 1h 10m       | 39%              |
| 7030             | 1h 10m       | 39%              |
| 7040             | 1h 10m       | 39%              |
| 7050             | 1h 10m       | 39%              |
| 7060             | 1h 10m       | 39.25%           |
| 7070             | 1h 10m       | 39.25%           |
| 7080             | 1h 10m       | 39.25%           |
| 7090             | 1h 11m       | 39.25%           |
| 7100             | 1h 11m       | 39.5%            |
| 7110             | 1h 11m       | 39.5%            |
| 7120             | 1h 11m       | 39.5%            |
| 7130             | 1h 11m       | 39.5%            |
| 7140             | 1h 11m       | 39.5%            |
| 7150             | 1h 11m       | 39.75%           |
| 7160             | 1h 11m       | 39.75%           |
| 7170             | 1h 11m       | 39.75%           |
| 7180             | 1h 11m       | 39.75%           |
| 7190             | 1h 12m       | 40%              |
| 7200             | 1h 12m       | 40%              |
| 7210             | 1h 12m       | 40%              |
| 7220             | 1h 12m       | 40%              |
| 7230             | 1h 12m       | 40%              |
| 7240             | 1h 12m       | 40.25%           |
| 7250             | 1h 12m       | 40.25%           |
| 7260             | 1h 12m       | 40.25%           |
| 7270             | 1h 12m       | 40.25%           |
| 7280             | 1h 12m       | 40.5%            |
| 7290             | 1h 13m       | 40.5%            |
| 7300             | 1h 13m       | 40.5%            |
| 7310             | 1h 13m       | 40.5%            |
| 7320             | 1h 13m       | 40.5%            |
| 7330             | 1h 13m       | 40.75%           |
| 7340             | 1h 13m       | 40.75%           |
| 7350             | 1h 13m       | 40.75%           |
| 7360             | 1h 13m       | 40.75%           |
| 7370             | 1h 13m       | 41%              |
| 7380             | 1h 13m       | 41%              |
| 7390             | 1h 14m       | 41%              |
| 7400             | 1h 14m       | 41%              |
| 7410             | 1h 14m       | 41%              |
| 7420             | 1h 14m       | 41.25%           |
| 7430             | 1h 14m       | 41.25%           |
| 7440             | 1h 14m       | 41.25%           |
| 7450             | 1h 14m       | 41.25%           |
| 7460             | 1h 14m       | 41.5%            |
| 7470             | 1h 14m       | 41.5%            |
| 7480             | 1h 14m       | 41.5%            |
| 7490             | 1h 15m       | 41.5%            |
| 7500             | 1h 15m       | 41.5%            |
| 7510             | 1h 15m       | 41.75%           |
| 7520             | 1h 15m       | 41.75%           |
| 7530             | 1h 15m       | 41.75%           |
| 7540             | 1h 15m       | 41.75%           |
| 7550             | 1h 15m       | 42%              |
| 7560             | 1h 15m       | 42%              |
| 7570             | 1h 15m       | 42%              |
| 7580             | 1h 15m       | 42%              |
| 7590             | 1h 16m       | 42%              |
| 7600             | 1h 16m       | 42.25%           |
| 7610             | 1h 16m       | 42.25%           |
| 7620             | 1h 16m       | 42.25%           |
| 7630             | 1h 16m       | 42.25%           |
| 7640             | 1h 16m       | 42.5%            |
| 7650             | 1h 16m       | 42.5%            |
| 7660             | 1h 16m       | 42.5%            |
| 7670             | 1h 16m       | 42.5%            |
| 7680             | 1h 16m       | 42.5%            |
| 7690             | 1h 17m       | 42.75%           |
| 7700             | 1h 17m       | 42.75%           |
| 7710             | 1h 17m       | 42.75%           |
| 7720             | 1h 17m       | 42.75%           |
| 7730             | 1h 17m       | 43%              |
| 7740             | 1h 17m       | 43%              |
| 7750             | 1h 17m       | 43%              |
| 7760             | 1h 17m       | 43%              |
| 7770             | 1h 17m       | 43%              |
| 7780             | 1h 17m       | 43.25%           |
| 7790             | 1h 18m       | 43.25%           |
| 7800             | 1h 18m       | 43.25%           |
| 7810             | 1h 18m       | 43.25%           |
| 7820             | 1h 18m       | 43.5%            |
| 7830             | 1h 18m       | 43.5%            |
| 7840             | 1h 18m       | 43.5%            |
| 7850             | 1h 18m       | 43.5%            |
| 7860             | 1h 18m       | 43.5%            |
| 7870             | 1h 18m       | 43.75%           |
| 7880             | 1h 18m       | 43.75%           |
| 7890             | 1h 19m       | 43.75%           |
| 7900             | 1h 19m       | 43.75%           |
| 7910             | 1h 19m       | 44%              |
| 7920             | 1h 19m       | 44%              |
| 7930             | 1h 19m       | 44%              |
| 7940             | 1h 19m       | 44%              |
| 7950             | 1h 19m       | 44%              |
| 7960             | 1h 19m       | 44.25%           |
| 7970             | 1h 19m       | 44.25%           |
| 7980             | 1h 19m       | 44.25%           |
| 7990             | 1h 20m       | 44.25%           |
| 8000             | 1h 20m       | 44.5%            |
| 8010             | 1h 20m       | 44.5%            |
| 8020             | 1h 20m       | 44.5%            |
| 8030             | 1h 20m       | 44.5%            |
| 8040             | 1h 20m       | 44.5%            |
| 8050             | 1h 20m       | 44.75%           |
| 8060             | 1h 20m       | 44.75%           |
| 8070             | 1h 20m       | 44.75%           |
| 8080             | 1h 20m       | 44.75%           |
| 8090             | 1h 21m       | 45%              |
| 8100             | 1h 21m       | 45%              |
| 8110             | 1h 21m       | 45%              |
| 8120             | 1h 21m       | 45%              |
| 8130             | 1h 21m       | 45%              |
| 8140             | 1h 21m       | 45.25%           |
| 8150             | 1h 21m       | 45.25%           |
| 8160             | 1h 21m       | 45.25%           |
| 8170             | 1h 21m       | 45.25%           |
| 8180             | 1h 21m       | 45.5%            |
| 8190             | 1h 22m       | 45.5%            |
| 8200             | 1h 22m       | 45.5%            |
| 8210             | 1h 22m       | 45.5%            |
| 8220             | 1h 22m       | 45.5%            |
| 8230             | 1h 22m       | 45.75%           |
| 8240             | 1h 22m       | 45.75%           |
| 8250             | 1h 22m       | 45.75%           |
| 8260             | 1h 22m       | 45.75%           |
| 8270             | 1h 22m       | 46%              |
| 8280             | 1h 22m       | 46%              |
| 8290             | 1h 23m       | 46%              |
| 8300             | 1h 23m       | 46%              |
| 8310             | 1h 23m       | 46%              |
| 8320             | 1h 23m       | 46.25%           |
| 8330             | 1h 23m       | 46.25%           |
| 8340             | 1h 23m       | 46.25%           |
| 8350             | 1h 23m       | 46.25%           |
| 8360             | 1h 23m       | 46.5%            |
| 8370             | 1h 23m       | 46.5%            |
| 8380             | 1h 23m       | 46.5%            |
| 8390             | 1h 24m       | 46.5%            |
| 8400             | 1h 24m       | 46.5%            |
| 8410             | 1h 24m       | 46.75%           |
| 8420             | 1h 24m       | 46.75%           |
| 8430             | 1h 24m       | 46.75%           |
| 8440             | 1h 24m       | 46.75%           |
| 8450             | 1h 24m       | 47%              |
| 8460             | 1h 24m       | 47%              |
| 8470             | 1h 24m       | 47%              |
| 8480             | 1h 25m       | 47%              |
| 8490             | 1h 25m       | 47%              |
| 8500             | 1h 25m       | 47.25%           |
| 8510             | 1h 25m       | 47.25%           |
| 8520             | 1h 25m       | 47.25%           |
| 8530             | 1h 25m       | 47.25%           |
| 8540             | 1h 25m       | 47.5%            |
| 8550             | 1h 25m       | 47.5%            |
| 8560             | 1h 25m       | 47.5%            |
| 8570             | 1h 25m       | 47.5%            |
| 8580             | 1h 26m       | 47.5%            |
| 8590             | 1h 26m       | 47.75%           |
| 8600             | 1h 26m       | 47.75%           |
| 8610             | 1h 26m       | 47.75%           |
| 8620             | 1h 26m       | 47.75%           |
| 8630             | 1h 26m       | 48%              |
| 8640             | 1h 26m       | 48%              |
| 8650             | 1h 26m       | 48%              |
| 8660             | 1h 26m       | 48%              |
| 8670             | 1h 26m       | 48%              |
| 8680             | 1h 27m       | 48.25%           |
| 8690             | 1h 27m       | 48.25%           |
| 8700             | 1h 27m       | 48.25%           |
| 8710             | 1h 27m       | 48.25%           |
| 8720             | 1h 27m       | 48.5%            |
| 8730             | 1h 27m       | 48.5%            |
| 8740             | 1h 27m       | 48.5%            |
| 8750             | 1h 27m       | 48.5%            |
| 8760             | 1h 27m       | 48.5%            |
| 8770             | 1h 27m       | 48.75%           |
| 8780             | 1h 28m       | 48.75%           |
| 8790             | 1h 28m       | 48.75%           |
| 8800             | 1h 28m       | 48.75%           |
| 8810             | 1h 28m       | 49%              |
| 8820             | 1h 28m       | 49%              |
| 8830             | 1h 28m       | 49%              |
| 8840             | 1h 28m       | 49%              |
| 8850             | 1h 28m       | 49%              |
| 8860             | 1h 28m       | 49.25%           |
| 8870             | 1h 28m       | 49.25%           |
| 8880             | 1h 29m       | 49.25%           |
| 8890             | 1h 29m       | 49.25%           |
| 8900             | 1h 29m       | 49.5%            |
| 8910             | 1h 29m       | 49.5%            |
| 8920             | 1h 29m       | 49.5%            |
| 8930             | 1h 29m       | 49.5%            |
| 8940             | 1h 29m       | 49.5%            |
| 8950             | 1h 29m       | 49.75%           |
| 8960             | 1h 29m       | 49.75%           |
| 8970             | 1h 29m       | 49.75%           |
| 8980             | 1h 30m       | 49.75%           |
| 8990             | 1h 30m       | 50%              |
| 9000             | 1h 30m       | 50%              |
| 9010             | 1h 30m       | 50%              |
| 9020             | 1h 30m       | 50%              |
| 9030             | 1h 30m       | 50%              |
| 9040             | 1h 30m       | 50.25%           |
| 9050             | 1h 30m       | 50.25%           |
| 9060             | 1h 30m       | 50.25%           |
| 9070             | 1h 30m       | 50.25%           |
| 9080             | 1h 31m       | 50.5%            |
| 9090             | 1h 31m       | 50.5%            |
| 9100             | 1h 31m       | 50.5%            |
| 9110             | 1h 31m       | 50.5%            |
| 9120             | 1h 31m       | 50.5%            |
| 9130             | 1h 31m       | 50.75%           |
| 9140             | 1h 31m       | 50.75%           |
| 9150             | 1h 31m       | 50.75%           |
| 9160             | 1h 31m       | 50.75%           |
| 9170             | 1h 31m       | 51%              |
| 9180             | 1h 32m       | 51%              |
| 9190             | 1h 32m       | 51%              |
| 9200             | 1h 32m       | 51%              |
| 9210             | 1h 32m       | 51%              |
| 9220             | 1h 32m       | 51.25%           |
| 9230             | 1h 32m       | 51.25%           |
| 9240             | 1h 32m       | 51.25%           |
| 9250             | 1h 32m       | 51.25%           |
| 9260             | 1h 32m       | 51.5%            |
| 9270             | 1h 32m       | 51.5%            |
| 9280             | 1h 33m       | 51.5%            |
| 9290             | 1h 33m       | 51.5%            |
| 9300             | 1h 33m       | 51.5%            |
| 9310             | 1h 33m       | 51.75%           |
| 9320             | 1h 33m       | 51.75%           |
| 9330             | 1h 33m       | 51.75%           |
| 9340             | 1h 33m       | 51.75%           |
| 9350             | 1h 33m       | 52%              |
| 9360             | 1h 33m       | 52%              |
| 9370             | 1h 33m       | 52%              |
| 9380             | 1h 34m       | 52%              |
| 9390             | 1h 34m       | 52%              |
| 9400             | 1h 34m       | 52.25%           |
| 9410             | 1h 34m       | 52.25%           |
| 9420             | 1h 34m       | 52.25%           |
| 9430             | 1h 34m       | 52.25%           |
| 9440             | 1h 34m       | 52.5%            |
| 9450             | 1h 34m       | 52.5%            |
| 9460             | 1h 34m       | 52.5%            |
| 9470             | 1h 34m       | 52.5%            |
| 9480             | 1h 35m       | 52.5%            |
| 9490             | 1h 35m       | 52.75%           |
| 9500             | 1h 35m       | 52.75%           |
| 9510             | 1h 35m       | 52.75%           |
| 9520             | 1h 35m       | 52.75%           |
| 9530             | 1h 35m       | 53%              |
| 9540             | 1h 35m       | 53%              |
| 9550             | 1h 35m       | 53%              |
| 9560             | 1h 35m       | 53%              |
| 9570             | 1h 35m       | 53%              |
| 9580             | 1h 36m       | 53.25%           |
| 9590             | 1h 36m       | 53.25%           |
| 9600             | 1h 36m       | 53.25%           |
| 9610             | 1h 36m       | 53.25%           |
| 9620             | 1h 36m       | 53.5%            |
| 9630             | 1h 36m       | 53.5%            |
| 9640             | 1h 36m       | 53.5%            |
| 9650             | 1h 36m       | 53.5%            |
| 9660             | 1h 36m       | 53.5%            |
| 9670             | 1h 36m       | 53.75%           |
| 9680             | 1h 37m       | 53.75%           |
| 9690             | 1h 37m       | 53.75%           |
| 9700             | 1h 37m       | 53.75%           |
| 9710             | 1h 37m       | 54%              |
| 9720             | 1h 37m       | 54%              |
| 9730             | 1h 37m       | 54%              |
| 9740             | 1h 37m       | 54%              |
| 9750             | 1h 37m       | 54%              |
| 9760             | 1h 37m       | 54.25%           |
| 9770             | 1h 37m       | 54.25%           |
| 9780             | 1h 38m       | 54.25%           |
| 9790             | 1h 38m       | 54.25%           |
| 9800             | 1h 38m       | 54.5%            |
| 9810             | 1h 38m       | 54.5%            |
| 9820             | 1h 38m       | 54.5%            |
| 9830             | 1h 38m       | 54.5%            |
| 9840             | 1h 38m       | 54.5%            |
| 9850             | 1h 38m       | 54.75%           |
| 9860             | 1h 38m       | 54.75%           |
| 9870             | 1h 38m       | 54.75%           |
| 9880             | 1h 39m       | 54.75%           |
| 9890             | 1h 39m       | 55%              |
| 9900             | 1h 39m       | 55%              |
| 9910             | 1h 39m       | 55%              |
| 9920             | 1h 39m       | 55%              |
| 9930             | 1h 39m       | 55%              |
| 9940             | 1h 39m       | 55.25%           |
| 9950             | 1h 39m       | 55.25%           |
| 9960             | 1h 39m       | 55.25%           |
| 9970             | 1h 39m       | 55.25%           |
| 9980             | 1h 40m       | 55.5%            |
| 9990             | 1h 40m       | 55.5%            |
| 10000            | 1h 40m       | 55.5%            |
| 10010            | 1h 40m       | 55.5%            |
| 10020            | 1h 40m       | 55.75%           |
| 10030            | 1h 40m       | 55.75%           |
| 10040            | 1h 40m       | 55.75%           |
| 10050            | 1h 40m       | 55.75%           |
| 10060            | 1h 40m       | 55.75%           |
| 10070            | 1h 40m       | 56%              |
| 10080            | 1h 41m       | 56%              |
| 10090            | 1h 41m       | 56%              |
| 10100            | 1h 41m       | 56%              |
| 10110            | 1h 41m       | 56.25%           |
| 10120            | 1h 41m       | 56.25%           |
| 10130            | 1h 41m       | 56.25%           |
| 10140            | 1h 41m       | 56.25%           |
| 10150            | 1h 41m       | 56.25%           |
| 10160            | 1h 41m       | 56.5%            |
| 10170            | 1h 41m       | 56.5%            |
| 10180            | 1h 42m       | 56.5%            |
| 10190            | 1h 42m       | 56.5%            |
| 10200            | 1h 42m       | 56.75%           |
| 10210            | 1h 42m       | 56.75%           |
| 10220            | 1h 42m       | 56.75%           |
| 10230            | 1h 42m       | 56.75%           |
| 10240            | 1h 42m       | 56.75%           |
| 10250            | 1h 42m       | 57%              |
| 10260            | 1h 42m       | 57%              |
| 10270            | 1h 42m       | 57%              |
| 10280            | 1h 43m       | 57%              |
| 10290            | 1h 43m       | 57.25%           |
| 10300            | 1h 43m       | 57.25%           |
| 10310            | 1h 43m       | 57.25%           |
| 10320            | 1h 43m       | 57.25%           |
| 10330            | 1h 43m       | 57.25%           |
| 10340            | 1h 43m       | 57.5%            |
| 10350            | 1h 43m       | 57.5%            |
| 10360            | 1h 43m       | 57.5%            |
| 10370            | 1h 43m       | 57.5%            |
| 10380            | 1h 44m       | 57.75%           |
| 10390            | 1h 44m       | 57.75%           |
| 10400            | 1h 44m       | 57.75%           |
| 10410            | 1h 44m       | 57.75%           |
| 10420            | 1h 44m       | 57.75%           |
| 10430            | 1h 44m       | 58%              |
| 10440            | 1h 44m       | 58%              |
| 10450            | 1h 44m       | 58%              |
| 10460            | 1h 44m       | 58%              |
| 10470            | 1h 44m       | 58.25%           |
| 10480            | 1h 45m       | 58.25%           |
| 10490            | 1h 45m       | 58.25%           |
| 10500            | 1h 45m       | 58.25%           |
| 10510            | 1h 45m       | 58.25%           |
| 10520            | 1h 45m       | 58.5%            |
| 10530            | 1h 45m       | 58.5%            |
| 10540            | 1h 45m       | 58.5%            |
| 10550            | 1h 45m       | 58.5%            |
| 10560            | 1h 45m       | 58.75%           |
| 10570            | 1h 45m       | 58.75%           |
| 10580            | 1h 46m       | 58.75%           |
| 10590            | 1h 46m       | 58.75%           |
| 10600            | 1h 46m       | 58.75%           |
| 10610            | 1h 46m       | 59%              |
| 10620            | 1h 46m       | 59%              |
| 10630            | 1h 46m       | 59%              |
| 10640            | 1h 46m       | 59%              |
| 10650            | 1h 46m       | 59.25%           |
| 10660            | 1h 46m       | 59.25%           |
| 10670            | 1h 46m       | 59.25%           |
| 10680            | 1h 47m       | 59.25%           |
| 10690            | 1h 47m       | 59.25%           |
| 10700            | 1h 47m       | 59.5%            |
| 10710            | 1h 47m       | 59.5%            |
| 10720            | 1h 47m       | 59.5%            |
| 10730            | 1h 47m       | 59.5%            |
| 10740            | 1h 47m       | 59.75%           |
| 10750            | 1h 47m       | 59.75%           |
| 10760            | 1h 47m       | 59.75%           |
| 10770            | 1h 47m       | 59.75%           |
| 10780            | 1h 48m       | 59.75%           |
| 10790            | 1h 48m       | 60%              |
| 10800            | 1h 48m       | 60%              |
| 10810            | 1h 48m       | 60%              |
| 10820            | 1h 48m       | 60%              |
| 10830            | 1h 48m       | 60.25%           |
| 10840            | 1h 48m       | 60.25%           |
| 10850            | 1h 48m       | 60.25%           |
| 10860            | 1h 48m       | 60.25%           |
| 10870            | 1h 48m       | 60.25%           |
| 10880            | 1h 49m       | 60.5%            |
| 10890            | 1h 49m       | 60.5%            |
| 10900            | 1h 49m       | 60.5%            |
| 10910            | 1h 49m       | 60.5%            |
| 10920            | 1h 49m       | 60.75%           |
| 10930            | 1h 49m       | 60.75%           |
| 10940            | 1h 49m       | 60.75%           |
| 10950            | 1h 49m       | 60.75%           |
| 10960            | 1h 49m       | 60.75%           |
| 10970            | 1h 50m       | 61%              |
| 10980            | 1h 50m       | 61%              |
| 10990            | 1h 50m       | 61%              |
| 11000            | 1h 50m       | 61%              |
| 11010            | 1h 50m       | 61.25%           |
| 11020            | 1h 50m       | 61.25%           |
| 11030            | 1h 50m       | 61.25%           |
| 11040            | 1h 50m       | 61.25%           |
| 11050            | 1h 50m       | 61.25%           |
| 11060            | 1h 50m       | 61.5%            |
| 11070            | 1h 51m       | 61.5%            |
| 11080            | 1h 51m       | 61.5%            |
| 11090            | 1h 51m       | 61.5%            |
| 11100            | 1h 51m       | 61.75%           |
| 11110            | 1h 51m       | 61.75%           |
| 11120            | 1h 51m       | 61.75%           |
| 11130            | 1h 51m       | 61.75%           |
| 11140            | 1h 51m       | 61.75%           |
| 11150            | 1h 51m       | 62%              |
| 11160            | 1h 51m       | 62%              |
| 11170            | 1h 52m       | 62%              |
| 11180            | 1h 52m       | 62%              |
| 11190            | 1h 52m       | 62.25%           |
| 11200            | 1h 52m       | 62.25%           |
| 11210            | 1h 52m       | 62.25%           |
| 11220            | 1h 52m       | 62.25%           |
| 11230            | 1h 52m       | 62.25%           |
| 11240            | 1h 52m       | 62.5%            |
| 11250            | 1h 52m       | 62.5%            |
| 11260            | 1h 52m       | 62.5%            |
| 11270            | 1h 53m       | 62.5%            |
| 11280            | 1h 53m       | 62.75%           |
| 11290            | 1h 53m       | 62.75%           |
| 11300            | 1h 53m       | 62.75%           |
| 11310            | 1h 53m       | 62.75%           |
| 11320            | 1h 53m       | 62.75%           |
| 11330            | 1h 53m       | 63%              |
| 11340            | 1h 53m       | 63%              |
| 11350            | 1h 53m       | 63%              |
| 11360            | 1h 53m       | 63%              |
| 11370            | 1h 54m       | 63.25%           |
| 11380            | 1h 54m       | 63.25%           |
| 11390            | 1h 54m       | 63.25%           |
| 11400            | 1h 54m       | 63.25%           |
| 11410            | 1h 54m       | 63.25%           |
| 11420            | 1h 54m       | 63.5%            |
| 11430            | 1h 54m       | 63.5%            |
| 11440            | 1h 54m       | 63.5%            |
| 11450            | 1h 54m       | 63.5%            |
| 11460            | 1h 54m       | 63.75%           |
| 11470            | 1h 55m       | 63.75%           |
| 11480            | 1h 55m       | 63.75%           |
| 11490            | 1h 55m       | 63.75%           |
| 11500            | 1h 55m       | 63.75%           |
| 11510            | 1h 55m       | 64%              |
| 11520            | 1h 55m       | 64%              |
| 11530            | 1h 55m       | 64%              |
| 11540            | 1h 55m       | 64%              |
| 11550            | 1h 55m       | 64.25%           |
| 11560            | 1h 55m       | 64.25%           |
| 11570            | 1h 56m       | 64.25%           |
| 11580            | 1h 56m       | 64.25%           |
| 11590            | 1h 56m       | 64.25%           |
| 11600            | 1h 56m       | 64.5%            |
| 11610            | 1h 56m       | 64.5%            |
| 11620            | 1h 56m       | 64.5%            |
| 11630            | 1h 56m       | 64.5%            |
| 11640            | 1h 56m       | 64.75%           |
| 11650            | 1h 56m       | 64.75%           |
| 11660            | 1h 56m       | 64.75%           |
| 11670            | 1h 57m       | 64.75%           |
| 11680            | 1h 57m       | 64.75%           |
| 11690            | 1h 57m       | 65%              |
| 11700            | 1h 57m       | 65%              |
| 11710            | 1h 57m       | 65%              |
| 11720            | 1h 57m       | 65%              |
| 11730            | 1h 57m       | 65.25%           |
| 11740            | 1h 57m       | 65.25%           |
| 11750            | 1h 57m       | 65.25%           |
| 11760            | 1h 57m       | 65.25%           |
| 11770            | 1h 58m       | 65.25%           |
| 11780            | 1h 58m       | 65.5%            |
| 11790            | 1h 58m       | 65.5%            |
| 11800            | 1h 58m       | 65.5%            |
| 11810            | 1h 58m       | 65.5%            |
| 11820            | 1h 58m       | 65.75%           |
| 11830            | 1h 58m       | 65.75%           |
| 11840            | 1h 58m       | 65.75%           |
| 11850            | 1h 58m       | 65.75%           |
| 11860            | 1h 58m       | 65.75%           |
| 11870            | 1h 59m       | 66%              |
| 11880            | 1h 59m       | 66%              |
| 11890            | 1h 59m       | 66%              |
| 11900            | 1h 59m       | 66%              |
| 11910            | 1h 59m       | 66.25%           |
| 11920            | 1h 59m       | 66.25%           |
| 11930            | 1h 59m       | 66.25%           |
| 11940            | 1h 59m       | 66.25%           |
| 11950            | 1h 59m       | 66.25%           |
| 11960            | 1h 59m       | 66.5%            |
| 11970            | 2h 0m        | 66.5%            |
| 11980            | 2h 0m        | 66.5%            |
| 11990            | 2h 0m        | 66.5%            |
| 12000            | 2h 0m        | 66.75%           |
| 12010            | 2h 0m        | 66.75%           |
| 12020            | 2h 0m        | 66.75%           |
| 12030            | 2h 0m        | 66.75%           |
| 12040            | 2h 0m        | 66.75%           |
| 12050            | 2h 0m        | 67%              |
| 12060            | 2h 0m        | 67%              |
| 12070            | 2h 1m        | 67%              |
| 12080            | 2h 1m        | 67%              |
| 12090            | 2h 1m        | 67.25%           |
| 12100            | 2h 1m        | 67.25%           |
| 12110            | 2h 1m        | 67.25%           |
| 12120            | 2h 1m        | 67.25%           |
| 12130            | 2h 1m        | 67.25%           |
| 12140            | 2h 1m        | 67.5%            |
| 12150            | 2h 1m        | 67.5%            |
| 12160            | 2h 1m        | 67.5%            |
| 12170            | 2h 2m        | 67.5%            |
| 12180            | 2h 2m        | 67.75%           |
| 12190            | 2h 2m        | 67.75%           |
| 12200            | 2h 2m        | 67.75%           |
| 12210            | 2h 2m        | 67.75%           |
| 12220            | 2h 2m        | 67.75%           |
| 12230            | 2h 2m        | 68%              |
| 12240            | 2h 2m        | 68%              |
| 12250            | 2h 2m        | 68%              |
| 12260            | 2h 2m        | 68%              |
| 12270            | 2h 3m        | 68.25%           |
| 12280            | 2h 3m        | 68.25%           |
| 12290            | 2h 3m        | 68.25%           |
| 12300            | 2h 3m        | 68.25%           |
| 12310            | 2h 3m        | 68.25%           |
| 12320            | 2h 3m        | 68.5%            |
| 12330            | 2h 3m        | 68.5%            |
| 12340            | 2h 3m        | 68.5%            |
| 12350            | 2h 3m        | 68.5%            |
| 12360            | 2h 3m        | 68.75%           |
| 12370            | 2h 4m        | 68.75%           |
| 12380            | 2h 4m        | 68.75%           |
| 12390            | 2h 4m        | 68.75%           |
| 12400            | 2h 4m        | 68.75%           |
| 12410            | 2h 4m        | 69%              |
| 12420            | 2h 4m        | 69%              |
| 12430            | 2h 4m        | 69%              |
| 12440            | 2h 4m        | 69%              |
| 12450            | 2h 4m        | 69.25%           |
| 12460            | 2h 4m        | 69.25%           |
| 12470            | 2h 5m        | 69.25%           |
| 12480            | 2h 5m        | 69.25%           |
| 12490            | 2h 5m        | 69.25%           |
| 12500            | 2h 5m        | 69.5%            |
| 12510            | 2h 5m        | 69.5%            |
| 12520            | 2h 5m        | 69.5%            |
| 12530            | 2h 5m        | 69.5%            |
| 12540            | 2h 5m        | 69.75%           |
| 12550            | 2h 5m        | 69.75%           |
| 12560            | 2h 5m        | 69.75%           |
| 12570            | 2h 6m        | 69.75%           |
| 12580            | 2h 6m        | 69.75%           |
| 12590            | 2h 6m        | 70%              |
| 12600            | 2h 6m        | 70%              |
| 12610            | 2h 6m        | 70%              |
| 12620            | 2h 6m        | 70%              |
| 12630            | 2h 6m        | 70.25%           |
| 12640            | 2h 6m        | 70.25%           |
| 12650            | 2h 6m        | 70.25%           |
| 12660            | 2h 6m        | 70.25%           |
| 12670            | 2h 7m        | 70.25%           |
| 12680            | 2h 7m        | 70.5%            |
| 12690            | 2h 7m        | 70.5%            |
| 12700            | 2h 7m        | 70.5%            |
| 12710            | 2h 7m        | 70.5%            |
| 12720            | 2h 7m        | 70.75%           |
| 12730            | 2h 7m        | 70.75%           |
| 12740            | 2h 7m        | 70.75%           |
| 12750            | 2h 7m        | 70.75%           |
| 12760            | 2h 7m        | 70.75%           |
| 12770            | 2h 8m        | 71%              |
| 12780            | 2h 8m        | 71%              |
| 12790            | 2h 8m        | 71%              |
| 12800            | 2h 8m        | 71%              |
| 12810            | 2h 8m        | 71.25%           |
| 12820            | 2h 8m        | 71.25%           |
| 12830            | 2h 8m        | 71.25%           |
| 12840            | 2h 8m        | 71.25%           |
| 12850            | 2h 8m        | 71.25%           |
| 12860            | 2h 8m        | 71.5%            |
| 12870            | 2h 9m        | 71.5%            |
