No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17973 in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 15950            | 47m 36s      | 88.5%            |
| 15975            | 47m 40s      | 88.75%           |
| 16000            | 47m 44s      | 89%              |
| 16025            | 47m 49s      | 89%              |
| 16050            | 47m 53s      | 89.25%           |
| 16075            | 47m 58s      | 89.25%           |
| 16100            | 48m 2s       | 89.5%            |
| 16125            | 48m 7s       | 89.5%            |
| 16150            | 48m 11s      | 89.75%           |
| 16175            | 48m 16s      | 89.75%           |
| 16200            | 48m 20s      | 90%              |
| 16225            | 48m 25s      | 90.25%           |
| 16250            | 48m 29s      | 90.25%           |
| 16275            | 48m 34s      | 90.5%            |
| 16300            | 48m 38s      | 90.5%            |
| 16325            | 48m 43s      | 90.75%           |
| 16350            | 48m 47s      | 90.75%           |
| 16375            | 48m 52s      | 91%              |
| 16400            | 48m 56s      | 91%              |
| 16425            | 49m 0s       | 91.25%           |
| 16450            | 49m 5s       | 91.5%            |
| 16475            | 49m 9s       | 91.5%            |
| 16500            | 49m 14s      | 91.75%           |
| 16525            | 49m 18s      | 91.75%           |
| 16550            | 49m 23s      | 92%              |
| 16575            | 49m 27s      | 92%              |
| 16600            | 49m 32s      | 92.25%           |
| 16625            | 49m 36s      | 92.25%           |
| 16650            | 49m 41s      | 92.5%            |
| 16675            | 49m 45s      | 92.75%           |
| 16700            | 49m 50s      | 92.75%           |
| 16725            | 49m 54s      | 93%              |
| 16750            | 49m 59s      | 93%              |
| 16775            | 50m 3s       | 93.25%           |
| 16800            | 50m 7s       | 93.25%           |
| 16825            | 50m 12s      | 93.5%            |
| 16850            | 50m 16s      | 93.75%           |
| 16875            | 50m 21s      | 93.75%           |
| 16900            | 50m 25s      | 94%              |
| 16925            | 50m 30s      | 94%              |
| 16950            | 50m 34s      | 94.25%           |
| 16975            | 50m 39s      | 94.25%           |
| 17000            | 50m 43s      | 94.5%            |
| 17025            | 50m 48s      | 94.5%            |
| 17050            | 50m 52s      | 94.75%           |
| 17075            | 50m 57s      | 95%              |
| 17100            | 51m 1s       | 95%              |
| 17125            | 51m 6s       | 95.25%           |
| 17150            | 51m 10s      | 95.25%           |
| 17175            | 51m 15s      | 95.5%            |
| 17200            | 51m 19s      | 95.5%            |
| 17225            | 51m 24s      | 95.75%           |
| 17250            | 51m 28s      | 95.75%           |
| 17275            | 51m 33s      | 96%              |
| 17300            | 51m 37s      | 96.25%           |
| 17325            | 51m 41s      | 96.25%           |
| 17350            | 51m 46s      | 96.5%            |
| 17375            | 51m 50s      | 96.5%            |
| 17400            | 51m 55s      | 96.75%           |
| 17425            | 51m 59s      | 96.75%           |
| 17450            | 52m 4s       | 97%              |
| 17475            | 52m 8s       | 97%              |
| 17500            | 52m 13s      | 97.25%           |
| 17525            | 52m 17s      | 97.5%            |
| 17550            | 52m 22s      | 97.5%            |
| 17575            | 52m 26s      | 97.75%           |
| 17600            | 52m 31s      | 97.75%           |
| 17625            | 52m 35s      | 98%              |
| 17650            | 52m 40s      | 98%              |
| 17675            | 52m 44s      | 98.25%           |
| 17700            | 52m 49s      | 98.25%           |
| 17725            | 52m 53s      | 98.5%            |
| 17750            | 52m 57s      | 98.75%           |
| 17775            | 53m 2s       | 98.75%           |
| 17800            | 53m 6s       | 99%              |
| 17825            | 53m 11s      | 99%              |
| 17850            | 53m 15s      | 99.25%           |
| 17875            | 53m 20s      | 99.25%           |
| 17900            | 53m 24s      | 99.5%            |
| 17925            | 53m 29s      | 99.5%            |
| 17950            | 53m 33s      | 99.75%           |
| 17973            | 53m 37s      | 100%             |
| 17972            | 53m 37s      | 99.75%           |
+------------------+--------------+------------------+
Automatically generating validation set from 5% of the data.
Beginning model training on processed features. 
Calibrating solver; this may take some time.
+-----------+--------------+-------------------+---------------------+
| Iteration | Elapsed Time | Training Accuracy | Validation Accuracy |
+-----------+--------------+-------------------+---------------------+
| 0         | 0.553765     | 0.109235          | 0.114379            |
| 1         | 3.924823     | 0.109293          | 0.095861            |
| 2         | 6.023419     | 0.395016          | 0.383442            |
| 3         | 7.105321     | 0.172501          | 0.185185            |
| 4         | 8.711895     | 0.412489          | 0.424837            |
| 5         | 9.794218     | 0.486778          | 0.482571            |
| 10        | 15.013482    | 0.564351          | 0.551198            |
| 15        | 20.820682    | 0.668250          | 0.681917            |
| 20        | 26.056330    | 0.757608          | 0.752723            |
| 25        | 31.245563    | 0.801759          | 0.796296            |
| 30        | 36.407594    | 0.745471          | 0.750545            |
| 35        | 42.201109    | 0.870536          | 0.879085            |
| 40        | 47.454245    | 0.892114          | 0.897603            |
| 45        | 52.696737    | 0.906714          | 0.905229            |
| 50        | 57.968842    | 0.923893          | 0.915033            |
| 55        | 63.215451    | 0.933685          | 0.925926            |
| 60        | 68.390991    | 0.944474          | 0.930283            |
| 65        | 73.535105    | 0.954500          | 0.942266            |
| 70        | 79.118846    | 0.960715          | 0.945534            |
| 75        | 84.317776    | 0.963764          | 0.947712            |
| 80        | 90.077709    | 0.972266          | 0.958606            |
| 85        | 95.792582    | 0.976195          | 0.967320            |
| 90        | 100.952339   | 0.979830          | 0.970588            |
| 95        | 106.200066   | 0.983231          | 0.966231            |
| 100       | 111.307991   | 0.986162          | 0.968410            |
+-----------+--------------+-------------------+---------------------+
Completed (Iteration limit reached).
IMAGE CLASSIFIER:
ImageClassifier

Parameters
Feature Extractor: ScenePrint
MaxIterations: 100

Performance on Training Data
Number of examples: 17055
Number of classes: 10
Accuracy: 98.62%

Performance on Validation Data
Number of examples: 918
Number of classes: 10
Accuracy: 96.84%

SAVING MODEL TO ./Models/DistractedDriverClassifier.mlmodel
Trained model successfully saved at /Volumes/MEDIA&DEV/dev/ML_data/DistractedDriver/DistractedDriverCreateML/DistractedDriverCreateML/Models/DistractedDriverClassifier.mlmodel.

PRINTING SOME PREDICTIONS FOR IMAGES:
PREDICTIONS FOR LABEL c7:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c1
	Predicting image 5 as c7
	Predicting image 6 as c0
	Predicting image 7 as c8
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c8:
	Predicting image 0 as c8
	Predicting image 1 as c8
	Predicting image 2 as c7
	Predicting image 3 as c8
	Predicting image 4 as c8
	Predicting image 5 as c0
	Predicting image 6 as c8
	Predicting image 7 as c8
	Predicting image 8 as c8
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c1:
	Predicting image 0 as c1
	Predicting image 1 as c1
	Predicting image 2 as c1
	Predicting image 3 as c0
	Predicting image 4 as c1
	Predicting image 5 as c8
	Predicting image 6 as c0
	Predicting image 7 as c3
	Predicting image 8 as c3
	Predicting image 9 as c1
PREDICTIONS FOR LABEL c6:
	Predicting image 0 as c6
	Predicting image 1 as c3
	Predicting image 2 as c0
	Predicting image 3 as c6
	Predicting image 4 as c0
	Predicting image 5 as c4
	Predicting image 6 as c6
	Predicting image 7 as c6
	Predicting image 8 as c6
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c3:
	Predicting image 0 as c4
	Predicting image 1 as c3
	Predicting image 2 as c3
	Predicting image 3 as c3
	Predicting image 4 as c3
	Predicting image 5 as c3
	Predicting image 6 as c3
	Predicting image 7 as c3
	Predicting image 8 as c3
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c4:
	Predicting image 0 as c4
	Predicting image 1 as c4
	Predicting image 2 as c4
	Predicting image 3 as c4
	Predicting image 4 as c4
	Predicting image 5 as c4
	Predicting image 6 as c4
	Predicting image 7 as c4
	Predicting image 8 as c3
	Predicting image 9 as c4
PREDICTIONS FOR LABEL c0:
	Predicting image 0 as c3
	Predicting image 1 as c0
	Predicting image 2 as c3
	Predicting image 3 as c0
	Predicting image 4 as c0
	Predicting image 5 as c3
	Predicting image 6 as c0
	Predicting image 7 as c3
	Predicting image 8 as c0
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c9:
	Predicting image 0 as c9
	Predicting image 1 as c8
	Predicting image 2 as c9
	Predicting image 3 as c0
	Predicting image 4 as c9
	Predicting image 5 as c0
	Predicting image 6 as c1
	Predicting image 7 as c9
	Predicting image 8 as c1
	Predicting image 9 as c0
PREDICTIONS FOR LABEL c2:
	Predicting image 0 as c2
	Predicting image 1 as c2
	Predicting image 2 as c2
	Predicting image 3 as c2
	Predicting image 4 as c2
	Predicting image 5 as c6
	Predicting image 6 as c2
	Predicting image 7 as c4
	Predicting image 8 as c2
	Predicting image 9 as c2
PREDICTIONS FOR LABEL c5:
	Predicting image 0 as c5
	Predicting image 1 as c5
	Predicting image 2 as c9
	Predicting image 3 as c3
	Predicting image 4 as c5
	Predicting image 5 as c3
	Predicting image 6 as c2
	Predicting image 7 as c5
	Predicting image 8 as c5
	Predicting image 9 as c5
Extracting image features from evaluation data.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
+------------------+--------------+------------------+
| 1                | 178.304ms    | 0%               |
| 2                | 355.476ms    | 0%               |
| 3                | 533.021ms    | 0%               |
| 4                | 710.33ms     | 0%               |
| 5                | 887.333ms    | 0%               |
| 10               | 1.77s        | 0%               |
| 25               | 4.41s        | 0.5%             |
| 50               | 8.81s        | 1%               |
| 75               | 13.21s       | 1.5%             |
| 100              | 17.60s       | 2%               |
| 125              | 22.02s       | 2.75%            |
| 150              | 26.42s       | 3.25%            |
| 175              | 30.82s       | 3.75%            |
| 200              | 35.24s       | 4.25%            |
| 225              | 39.64s       | 5%               |
| 250              | 44.04s       | 5.5%             |
| 275              | 48.43s       | 6%               |
| 300              | 52.82s       | 6.5%             |
| 325              | 57.24s       | 7.25%            |
| 350              | 1m 1s        | 7.75%            |
| 375              | 1m 6s        | 8.25%            |
| 400              | 1m 10s       | 8.75%            |
| 425              | 1m 14s       | 9.5%             |
| 450              | 1m 19s       | 10%              |
| 475              | 1m 23s       | 10.5%            |
| 500              | 1m 28s       | 11%              |
| 525              | 1m 32s       | 11.75%           |
| 550              | 1m 36s       | 12.25%           |
| 575              | 1m 41s       | 12.75%           |
| 600              | 1m 45s       | 13.25%           |
| 625              | 1m 50s       | 14%              |
| 650              | 1m 54s       | 14.5%            |
| 675              | 1m 58s       | 15%              |
| 700              | 2m 3s        | 15.5%            |
| 725              | 2m 7s        | 16.25%           |
| 750              | 2m 12s       | 16.75%           |
| 775              | 2m 16s       | 17.25%           |
| 800              | 2m 20s       | 17.75%           |
| 825              | 2m 25s       | 18.5%            |
| 850              | 2m 29s       | 19%              |
| 875              | 2m 34s       | 19.5%            |
| 900              | 2m 38s       | 20%              |
| 925              | 2m 42s       | 20.75%           |
| 950              | 2m 47s       | 21.25%           |
| 975              | 2m 51s       | 21.75%           |
| 1000             | 2m 56s       | 22.25%           |
| 1025             | 3m 0s        | 23%              |
| 1050             | 3m 5s        | 23.5%            |
| 1075             | 3m 9s        | 24%              |
| 1100             | 3m 13s       | 24.5%            |
| 1125             | 3m 18s       | 25.25%           |
| 1150             | 3m 22s       | 25.75%           |
| 1175             | 3m 27s       | 26.25%           |
| 1200             | 3m 31s       | 26.75%           |
| 1225             | 3m 35s       | 27.5%            |
| 1250             | 3m 40s       | 28%              |
| 1275             | 3m 44s       | 28.5%            |
| 1300             | 3m 49s       | 29%              |
| 1325             | 3m 53s       | 29.75%           |
| 1350             | 3m 57s       | 30.25%           |
| 1375             | 4m 2s        | 30.75%           |
| 1400             | 4m 6s        | 31.25%           |
| 1425             | 4m 11s       | 32%              |
| 1450             | 4m 15s       | 32.5%            |
| 1475             | 4m 20s       | 33%              |
| 1500             | 4m 24s       | 33.5%            |
| 1525             | 4m 28s       | 34.25%           |
| 1550             | 4m 33s       | 34.75%           |
| 1575             | 4m 37s       | 35.25%           |
| 1600             | 4m 42s       | 35.75%           |
| 1625             | 4m 46s       | 36.5%            |
| 1650             | 4m 51s       | 37%              |
| 1675             | 4m 55s       | 37.5%            |
| 1700             | 5m 0s        | 38%              |
| 1725             | 5m 4s        | 38.75%           |
| 1750             | 5m 8s        | 39.25%           |
| 1775             | 5m 13s       | 39.75%           |
| 1800             | 5m 17s       | 40.25%           |
| 1825             | 5m 22s       | 41%              |
| 1850             | 5m 26s       | 41.5%            |
| 1875             | 5m 31s       | 42%              |
| 1900             | 5m 35s       | 42.5%            |
| 1925             | 5m 39s       | 43%              |
| 1950             | 5m 44s       | 43.75%           |
| 1975             | 5m 48s       | 44.25%           |
| 2000             | 5m 53s       | 44.75%           |
| 2025             | 5m 57s       | 45.25%           |
| 2050             | 6m 2s        | 46%              |
| 2075             | 6m 6s        | 46.5%            |
| 2100             | 6m 10s       | 47%              |
| 2125             | 6m 15s       | 47.5%            |
| 2150             | 6m 19s       | 48.25%           |
| 2175             | 6m 24s       | 48.75%           |
| 2200             | 6m 28s       | 49.25%           |
| 2225             | 6m 33s       | 49.75%           |
| 2250             | 6m 37s       | 50.5%            |
| 2275             | 6m 41s       | 51%              |
| 2300             | 6m 46s       | 51.5%            |
| 2325             | 6m 50s       | 52%              |
| 2350             | 6m 55s       | 52.75%           |
| 2375             | 6m 59s       | 53.25%           |
| 2400             | 7m 4s        | 53.75%           |
| 2425             | 7m 8s        | 54.25%           |
| 2450             | 7m 12s       | 55%              |
| 2475             | 7m 17s       | 55.5%            |
| 2500             | 7m 21s       | 56%              |
| 2525             | 7m 26s       | 56.5%            |
| 2550             | 7m 30s       | 57.25%           |
| 2575             | 7m 35s       | 57.75%           |
| 2600             | 7m 39s       | 58.25%           |
| 2625             | 7m 44s       | 58.75%           |
| 2650             | 7m 48s       | 59.5%            |
| 2675             | 7m 52s       | 60%              |
| 2700             | 7m 57s       | 60.5%            |
| 2725             | 8m 1s        | 61%              |
| 2750             | 8m 6s        | 61.75%           |
| 2775             | 8m 10s       | 62.25%           |
| 2800             | 8m 15s       | 62.75%           |
| 2825             | 8m 19s       | 63.25%           |
| 2850             | 8m 23s       | 64%              |
| 2875             | 8m 28s       | 64.5%            |
| 2900             | 8m 32s       | 65%              |
| 2925             | 8m 37s       | 65.5%            |
| 2950             | 8m 41s       | 66.25%           |
| 2975             | 8m 46s       | 66.75%           |
| 3000             | 8m 50s       | 67.25%           |
| 3025             | 8m 54s       | 67.75%           |
| 3050             | 8m 59s       | 68.5%            |
| 3075             | 9m 3s        | 69%              |
| 3100             | 9m 8s        | 69.5%            |
| 3125             | 9m 12s       | 70%              |
| 3150             | 9m 17s       | 70.75%           |
| 3175             | 9m 21s       | 71.25%           |
| 3200             | 9m 25s       | 71.75%           |
| 3225             | 9m 30s       | 72.25%           |
| 3250             | 9m 34s       | 73%              |
| 3275             | 9m 39s       | 73.5%            |
| 3300             | 9m 43s       | 74%              |
| 3325             | 9m 48s       | 74.5%            |
| 3350             | 9m 52s       | 75.25%           |
| 3375             | 9m 56s       | 75.75%           |
| 3400             | 10m 1s       | 76.25%           |
| 3425             | 10m 5s       | 76.75%           |
| 3450             | 10m 10s      | 77.5%            |
| 3475             | 10m 14s      | 78%              |
| 3500             | 10m 19s      | 78.5%            |
| 3525             | 10m 23s      | 79%              |
| 3550             | 10m 27s      | 79.75%           |
| 3575             | 10m 32s      | 80.25%           |
| 3600             | 10m 36s      | 80.75%           |
| 3625             | 10m 41s      | 81.25%           |
| 3650             | 10m 45s      | 82%              |
| 3675             | 10m 50s      | 82.5%            |
| 3700             | 10m 54s      | 83%              |
| 3725             | 10m 58s      | 83.5%            |
| 3750             | 11m 3s       | 84.25%           |
| 3775             | 11m 7s       | 84.75%           |
| 3800             | 11m 12s      | 85.25%           |
| 3825             | 11m 16s      | 85.75%           |
| 3850             | 11m 21s      | 86.25%           |
| 3875             | 11m 25s      | 87%              |
| 3900             | 11m 29s      | 87.5%            |
| 3925             | 11m 34s      | 88%              |
| 3950             | 11m 38s      | 88.5%            |
| 3975             | 11m 43s      | 89.25%           |
| 4000             | 11m 47s      | 89.75%           |
| 4025             | 11m 52s      | 90.25%           |
| 4050             | 11m 56s      | 90.75%           |
| 4075             | 12m 0s       | 91.5%            |
| 4100             | 12m 5s       | 92%              |
| 4125             | 12m 9s       | 92.5%            |
| 4150             | 12m 14s      | 93%              |
| 4175             | 12m 18s      | 93.75%           |
| 4200             | 12m 23s      | 94.25%           |
| 4225             | 12m 27s      | 94.75%           |
| 4250             | 12m 31s      | 95.25%           |
| 4275             | 12m 36s      | 96%              |
| 4300             | 12m 40s      | 96.5%            |
| 4325             | 12m 45s      | 97%              |
| 4350             | 12m 49s      | 97.5%            |
| 4375             | 12m 54s      | 98.25%           |
| 4400             | 12m 58s      | 98.75%           |
| 4425             | 13m 3s       | 99.25%           |
| 4450             | 13m 7s       | 99.75%           |
| 4451             | 13m 7s       | 100%             |
+------------------+--------------+------------------+
EVALUATION METRICS FOR MODEL:
----------------------------------
Number of examples: 4451
Number of classes: 10
Accuracy: 95.91%

******CONFUSION MATRIX******
----------------------------------
True\Pred c0   c1   c2   c3   c4   c5   c6   c7   c8   c9   
c0        480  4    0    7    5    6    1    1    4    13   
c1        3    435  2    0    0    1    3    1    0    3    
c2        0    1    456  1    1    0    0    0    1    0    
c3        3    0    1    467  2    1    0    0    1    0    
c4        5    0    0    1    477  1    0    0    6    1    
c5        3    4    1    0    1    406  0    2    1    2    
c6        1    0    2    1    0    1    450  1    1    1    
c7        1    1    1    2    0    1    1    383  5    3    
c8        3    2    2    1    3    1    6    5    340  13   
c9        9    1    1    3    0    5    0    3    7    375  

******PRECISION RECALL******
----------------------------------
Class Precision(%)   Recall(%)      
c0    94.49          92.13          
c1    97.10          97.10          
c2    97.85          99.13          
c3    96.69          98.32          
c4    97.55          97.15          
c5    95.98          96.67          
c6    97.61          98.25          
c7    96.72          96.23          
c8    92.90          90.43          
c9    91.24          92.82          



real	69m53.472s
user	11m56.408s
sys	4m33.096s
