No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 16707 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 15825            | 47m 39s      | 94.5%            |
| 15850            | 47m 44s      | 94.75%           |
| 15875            | 47m 48s      | 95%              |
| 15900            | 47m 53s      | 95%              |
| 15925            | 47m 57s      | 95.25%           |
| 15950            | 48m 1s       | 95.25%           |
| 15975            | 48m 6s       | 95.5%            |
| 16000            | 48m 10s      | 95.75%           |
| 16025            | 48m 14s      | 95.75%           |
| 16050            | 48m 19s      | 96%              |
| 16075            | 48m 23s      | 96%              |
| 16100            | 48m 28s      | 96.25%           |
| 16125            | 48m 32s      | 96.5%            |
| 16150            | 48m 36s      | 96.5%            |
| 16175            | 48m 41s      | 96.75%           |
| 16200            | 48m 45s      | 96.75%           |
| 16225            | 48m 50s      | 97%              |
| 16250            | 48m 54s      | 97.25%           |
| 16275            | 48m 58s      | 97.25%           |
| 16300            | 49m 3s       | 97.5%            |
| 16325            | 49m 7s       | 97.5%            |
| 16350            | 49m 12s      | 97.75%           |
| 16375            | 49m 16s      | 98%              |
| 16400            | 49m 20s      | 98%              |
| 16425            | 49m 25s      | 98.25%           |
| 16450            | 49m 29s      | 98.25%           |
| 16475            | 49m 33s      | 98.5%            |
| 16500            | 49m 38s      | 98.75%           |
| 16525            | 49m 42s      | 98.75%           |
| 16550            | 49m 47s      | 99%              |
| 16575            | 49m 51s      | 99%              |
| 16600            | 49m 55s      | 99.25%           |
| 16625            | 50m 0s       | 99.5%            |
| 16650            | 50m 4s       | 99.5%            |
| 16675            | 50m 9s       | 99.75%           |
| 16700            | 50m 13s      | 99.75%           |
| 16707            | 50m 14s      | 100%             |
| 16706            | 50m 14s      | 99.75%           |
+------------------+--------------+------------------+
Automatically generating validation set from 5% of the data.
Beginning model training on processed features. 
Calibrating solver; this may take some time.
+-----------+--------------+-------------------+---------------------+
| Iteration | Elapsed Time | Training Accuracy | Validation Accuracy |
+-----------+--------------+-------------------+---------------------+
| 0         | 1.994501     | 0.115155          | 0.109223            |
| 1         | 4.430770     | 0.257067          | 0.240291            |
| 2         | 5.345328     | 0.166152          | 0.161408            |
| 3         | 7.807759     | 0.293584          | 0.279126            |
| 4         | 8.753727     | 0.301958          | 0.271845            |
| 9         | 14.832241    | 0.439338          | 0.428398            |
| 14        | 20.901064    | 0.505068          | 0.478155            |
| 19        | 25.956300    | 0.566140          | 0.537621            |
| 24        | 32.558145    | 0.613864          | 0.591019            |
| 29        | 37.394031    | 0.657621          | 0.638350            |
| 34        | 42.265156    | 0.700120          | 0.679612            |
| 39        | 46.747710    | 0.714160          | 0.694175            |
| 44        | 52.007181    | 0.748473          | 0.705097            |
| 49        | 56.863682    | 0.770887          | 0.725728            |
| 54        | 62.568299    | 0.792483          | 0.756068            |
| 59        | 67.033478    | 0.813134          | 0.758495            |
| 64        | 71.960080    | 0.821255          | 0.768204            |
| 69        | 78.484583    | 0.840521          | 0.790049            |
| 74        | 84.937771    | 0.856073          | 0.794903            |
| 79        | 90.211920    | 0.865957          | 0.792476            |
| 84        | 95.409496    | 0.878361          | 0.809466            |
| 89        | 100.716007   | 0.886356          | 0.809466            |
| 94        | 106.815582   | 0.894982          | 0.821602            |
| 99        | 111.699074   | 0.902097          | 0.831311            |
| 104       | 117.373652   | 0.911981          | 0.831311            |
| 109       | 122.246866   | 0.920859          | 0.833738            |
| 114       | 126.749895   | 0.926336          | 0.842233            |
| 119       | 131.696464   | 0.930932          | 0.860437            |
| 124       | 136.617056   | 0.933955          | 0.860437            |
| 129       | 141.482455   | 0.938425          | 0.861650            |
| 134       | 145.964798   | 0.941006          | 0.856796            |
| 139       | 151.297788   | 0.946043          | 0.864078            |
| 144       | 156.628234   | 0.950135          | 0.867718            |
| 149       | 161.561239   | 0.952906          | 0.868932            |
| 154       | 166.871828   | 0.955046          | 0.882282            |
| 159       | 171.763001   | 0.957879          | 0.881068            |
| 164       | 176.289997   | 0.962035          | 0.888350            |
| 169       | 181.640773   | 0.963672          | 0.887136            |
| 174       | 186.981463   | 0.968835          | 0.890777            |
| 179       | 191.752023   | 0.971794          | 0.891990            |
| 184       | 196.607327   | 0.974249          | 0.890777            |
| 189       | 201.046575   | 0.977838          | 0.894417            |
| 194       | 205.908108   | 0.979790          | 0.893204            |
| 199       | 210.877438   | 0.983001          | 0.898058            |
| 204       | 217.771946   | 0.984449          | 0.899272            |
| 209       | 224.723125   | 0.981679          | 0.889563            |
| 214       | 230.476997   | 0.986526          | 0.893204            |
| 219       | 235.837316   | 0.988793          | 0.894417            |
| 224       | 240.739754   | 0.988793          | 0.900485            |
| 229       | 245.148983   | 0.989360          | 0.899272            |
| 234       | 250.142440   | 0.991626          | 0.896845            |
| 239       | 255.459107   | 0.992885          | 0.899272            |
| 244       | 259.930088   | 0.993263          | 0.898058            |
| 249       | 264.441581   | 0.994774          | 0.906553            |
| 254       | 269.012384   | 0.996285          | 0.902913            |
| 259       | 273.897320   | 0.997104          | 0.901699            |
| 264       | 279.892889   | 0.997293          | 0.900485            |
| 269       | 284.328687   | 0.998174          | 0.905340            |
| 274       | 289.202396   | 0.998867          | 0.901699            |
| 279       | 294.037703   | 0.999119          | 0.906553            |
| 284       | 298.557451   | 0.999559          | 0.910194            |
| 289       | 303.490368   | 0.999748          | 0.908981            |
| 294       | 307.945417   | 0.999937          | 0.904126            |
| 299       | 312.830941   | 0.999874          | 0.905340            |
| 304       | 318.054880   | 0.999874          | 0.905340            |
| 309       | 322.860771   | 1.000000          | 0.905340            |
| 314       | 328.121388   | 1.000000          | 0.904126            |
| 319       | 332.644194   | 1.000000          | 0.906553            |
| 324       | 337.788537   | 1.000000          | 0.911408            |
| 329       | 344.260276   | 1.000000          | 0.911408            |
| 334       | 350.716993   | 1.000000          | 0.916262            |
| 339       | 355.610879   | 1.000000          | 0.912621            |
| 344       | 361.351254   | 1.000000          | 0.912621            |
| 349       | 366.628261   | 1.000000          | 0.924757            |
| 354       | 372.299997   | 1.000000          | 0.922330            |
| 359       | 378.389871   | 1.000000          | 0.919903            |
| 364       | 384.387065   | 1.000000          | 0.918689            |
| 369       | 390.564635   | 1.000000          | 0.918689            |
| 374       | 395.410940   | 1.000000          | 0.916262            |
| 379       | 400.336070   | 1.000000          | 0.916262            |
| 384       | 406.447709   | 1.000000          | 0.918689            |
| 389       | 410.928442   | 1.000000          | 0.916262            |
| 394       | 416.217235   | 1.000000          | 0.917476            |
| 399       | 421.174508   | 1.000000          | 0.921117            |
| 404       | 426.396012   | 1.000000          | 0.917476            |
| 409       | 432.436074   | 1.000000          | 0.918689            |
| 414       | 437.305769   | 1.000000          | 0.918689            |
| 419       | 441.845151   | 1.000000          | 0.918689            |
| 424       | 446.775230   | 1.000000          | 0.913835            |
| 429       | 451.618086   | 1.000000          | 0.915049            |
| 434       | 456.864899   | 1.000000          | 0.913835            |
| 439       | 461.770712   | 1.000000          | 0.913835            |
| 444       | 466.636613   | 1.000000          | 0.912621            |
| 449       | 471.982603   | 1.000000          | 0.912621            |
| 454       | 477.388323   | 1.000000          | 0.911408            |
| 459       | 482.689279   | 1.000000          | 0.912621            |
| 464       | 487.952083   | 1.000000          | 0.912621            |
| 469       | 492.875031   | 1.000000          | 0.913835            |
| 474       | 497.860075   | 1.000000          | 0.917476            |
| 479       | 502.742035   | 1.000000          | 0.918689            |
| 484       | 507.334062   | 1.000000          | 0.918689            |
| 489       | 513.481634   | 1.000000          | 0.918689            |
| 494       | 517.942516   | 1.000000          | 0.921117            |
| 499       | 522.818228   | 1.000000          | 0.918689            |
| 504       | 528.512788   | 1.000000          | 0.921117            |
| 509       | 533.369648   | 1.000000          | 0.921117            |
| 514       | 539.496659   | 1.000000          | 0.922330            |
| 519       | 545.639644   | 1.000000          | 0.921117            |
| 524       | 550.176729   | 1.000000          | 0.922330            |
| 529       | 555.107312   | 1.000000          | 0.922330            |
| 534       | 560.140796   | 1.000000          | 0.922330            |
| 539       | 564.648612   | 1.000000          | 0.922330            |
| 544       | 570.054932   | 1.000000          | 0.921117            |
| 549       | 575.341102   | 1.000000          | 0.921117            |
| 554       | 580.242216   | 1.000000          | 0.919903            |
| 559       | 585.149116   | 1.000000          | 0.916262            |
| 564       | 590.524659   | 1.000000          | 0.916262            |
| 569       | 595.463624   | 1.000000          | 0.917476            |
| 574       | 601.093611   | 1.000000          | 0.916262            |
| 579       | 605.953795   | 1.000000          | 0.916262            |
| 584       | 610.402491   | 1.000000          | 0.916262            |
| 589       | 616.831354   | 1.000000          | 0.913835            |
| 594       | 622.171142   | 1.000000          | 0.916262            |
| 599       | 629.230296   | 1.000000          | 0.913835            |
| 604       | 634.605750   | 1.000000          | 0.916262            |
| 609       | 641.181987   | 1.000000          | 0.915049            |
| 614       | 646.119949   | 1.000000          | 0.917476            |
| 619       | 650.613186   | 1.000000          | 0.915049            |
| 624       | 655.568085   | 1.000000          | 0.918689            |
| 629       | 661.286426   | 1.000000          | 0.918689            |
| 634       | 666.521286   | 1.000000          | 0.917476            |
| 639       | 673.015877   | 1.000000          | 0.918689            |
| 644       | 678.655332   | 1.000000          | 0.919903            |
| 649       | 683.159660   | 1.000000          | 0.918689            |
| 654       | 690.472870   | 1.000000          | 0.917476            |
| 659       | 696.232699   | 1.000000          | 0.919903            |
| 664       | 700.759237   | 1.000000          | 0.922330            |
| 669       | 705.755867   | 1.000000          | 0.918689            |
| 674       | 711.581893   | 1.000000          | 0.918689            |
| 679       | 716.671388   | 1.000000          | 0.919903            |
| 684       | 722.079324   | 1.000000          | 0.919903            |
| 689       | 727.929803   | 1.000000          | 0.919903            |
| 694       | 733.817641   | 1.000000          | 0.919903            |
| 699       | 738.780260   | 1.000000          | 0.922330            |
| 704       | 744.587629   | 1.000000          | 0.921117            |
| 709       | 750.041703   | 1.000000          | 0.919903            |
| 714       | 755.065370   | 1.000000          | 0.919903            |
| 719       | 760.476870   | 1.000000          | 0.921117            |
| 724       | 765.387710   | 1.000000          | 0.919903            |
| 729       | 769.940832   | 1.000000          | 0.919903            |
| 734       | 774.840656   | 1.000000          | 0.917476            |
| 739       | 781.455380   | 1.000000          | 0.919903            |
| 744       | 787.743924   | 1.000000          | 0.918689            |
| 749       | 792.812527   | 1.000000          | 0.921117            |
| 754       | 798.425173   | 1.000000          | 0.921117            |
| 759       | 804.253770   | 1.000000          | 0.921117            |
| 764       | 809.264298   | 1.000000          | 0.922330            |
| 769       | 814.370261   | 1.000000          | 0.921117            |
| 774       | 819.803140   | 1.000000          | 0.918689            |
| 779       | 827.803775   | 1.000000          | 0.918689            |
| 784       | 832.907561   | 1.000000          | 0.921117            |
| 789       | 838.349208   | 1.000000          | 0.923544            |
| 794       | 842.988139   | 1.000000          | 0.921117            |
| 799       | 848.019730   | 1.000000          | 0.919903            |
| 804       | 852.836904   | 1.000000          | 0.918689            |
| 809       | 857.908858   | 1.000000          | 0.917476            |
| 814       | 863.433958   | 1.000000          | 0.917476            |
| 819       | 870.239701   | 1.000000          | 0.918689            |
| 824       | 875.754189   | 1.000000          | 0.918689            |
| 829       | 882.840007   | 1.000000          | 0.917476            |
| 834       | 889.560606   | 1.000000          | 0.917476            |
| 839       | 896.898295   | 1.000000          | 0.917476            |
| 844       | 902.034151   | 1.000000          | 0.917476            |
| 849       | 907.709141   | 1.000000          | 0.918689            |
| 854       | 913.055784   | 1.000000          | 0.918689            |
| 859       | 918.057835   | 1.000000          | 0.918689            |
| 864       | 923.382858   | 1.000000          | 0.918689            |
| 869       | 928.397413   | 1.000000          | 0.919903            |
| 874       | 933.443054   | 1.000000          | 0.918689            |
| 879       | 939.079407   | 1.000000          | 0.921117            |
| 884       | 945.914854   | 1.000000          | 0.921117            |
| 889       | 951.517243   | 1.000000          | 0.921117            |
| 894       | 956.116058   | 1.000000          | 0.921117            |
| 899       | 962.369200   | 1.000000          | 0.921117            |
| 904       | 968.187179   | 1.000000          | 0.922330            |
| 909       | 973.123263   | 1.000000          | 0.921117            |
| 914       | 977.647303   | 1.000000          | 0.921117            |
| 919       | 984.174147   | 1.000000          | 0.919903            |
| 924       | 988.728755   | 1.000000          | 0.918689            |
| 929       | 993.776584   | 1.000000          | 0.918689            |
| 934       | 999.094025   | 1.000000          | 0.918689            |
| 939       | 1004.010181  | 1.000000          | 0.918689            |
| 944       | 1009.792097  | 1.000000          | 0.918689            |
| 949       | 1014.752163  | 1.000000          | 0.918689            |
| 954       | 1019.599667  | 1.000000          | 0.918689            |
| 959       | 1024.948804  | 1.000000          | 0.918689            |
| 964       | 1029.949121  | 1.000000          | 0.919903            |
| 969       | 1036.730507  | 1.000000          | 0.918689            |
| 974       | 1044.038118  | 1.000000          | 0.918689            |
| 979       | 1048.934660  | 1.000000          | 0.917476            |
| 984       | 1054.089391  | 1.000000          | 0.917476            |
| 989       | 1063.282330  | 1.000000          | 0.917476            |
| 994       | 1071.036258  | 1.000000          | 0.917476            |
| 999       | 1076.691035  | 1.000000          | 0.917476            |
+-----------+--------------+-------------------+---------------------+
IMAGE CLASSIFIER:
ImageClassifier

Parameters
Feature Extractor: ScenePrint
Max Iterations: 1000

Performance on Training Data
Number of examples: 15883
Number of classes: 10
Accuracy: 100.00%

Performance on Validation Data
Number of examples: 824
Number of classes: 10
Accuracy: 91.75%

Training time: 4119.460973978043
SAVING MODEL TO /Volumes/Data/ML_data_catalina/DistractedDriver/DistractedDriverCreateML/DistractedDriverCreateML//Models/DistractedDriverClassifier.mlmodel
Trained model successfully saved at /Volumes/Data/ML_data_catalina/DistractedDriver/DistractedDriverCreateML/DistractedDriverCreateML//Models/DistractedDriverClassifier.mlmodel.

PRINTING SOME PREDICTIONS FOR IMAGES:
PREDICTIONS FOR LABEL c4:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c6
	Predicting image 4 as c8
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c8
	Predicting image 9 as c1
PREDICTIONS FOR LABEL c3:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c8
	Predicting image 4 as c7
	Predicting image 5 as c8
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c6
	Predicting image 9 as c6
PREDICTIONS FOR LABEL c8:
	Predicting image 0 as c8
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c8
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c6
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c7:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c2:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c0
	Predicting image 4 as c7
	Predicting image 5 as c1
	Predicting image 6 as c7
	Predicting image 7 as c6
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c0:
	Predicting image 0 as c7
	Predicting image 1 as c6
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c1
	Predicting image 6 as c7
	Predicting image 7 as c6
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c1:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c0
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c5:
	Predicting image 0 as c7
	Predicting image 1 as c6
	Predicting image 2 as c7
	Predicting image 3 as c8
	Predicting image 4 as c6
	Predicting image 5 as c0
	Predicting image 6 as c6
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c6:
	Predicting image 0 as c9
	Predicting image 1 as c7
	Predicting image 2 as c8
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c8
	Predicting image 7 as c7
	Predicting image 8 as c8
	Predicting image 9 as c6
PREDICTIONS FOR LABEL c9:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c6
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
Extracting image features from evaluation data.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
+------------------+--------------+------------------+
| 1                | 187.032ms    | 0%               |
| 2                | 367.928ms    | 0%               |
| 3                | 547.812ms    | 0%               |
| 4                | 724.644ms    | 0%               |
| 5                | 901.075ms    | 0%               |
| 10               | 1.78s        | 0%               |
| 25               | 4.43s        | 0.5%             |
| 50               | 9.00s        | 1%               |
| 75               | 13.60s       | 1.5%             |
| 100              | 18.08s       | 2%               |
| 125              | 22.49s       | 2.5%             |
| 150              | 26.91s       | 3.25%            |
| 175              | 31.45s       | 3.75%            |
| 200              | 35.86s       | 4.25%            |
| 225              | 40.29s       | 4.75%            |
| 250              | 44.77s       | 5.25%            |
| 275              | 49.17s       | 5.75%            |
| 300              | 53.61s       | 6.5%             |
| 325              | 58.01s       | 7%               |
| 350              | 1m 2s        | 7.5%             |
| 375              | 1m 6s        | 8%               |
| 400              | 1m 11s       | 8.5%             |
| 425              | 1m 15s       | 9%               |
| 450              | 1m 20s       | 9.75%            |
| 475              | 1m 24s       | 10.25%           |
| 500              | 1m 29s       | 10.75%           |
| 525              | 1m 33s       | 11.25%           |
| 550              | 1m 37s       | 11.75%           |
| 575              | 1m 42s       | 12.25%           |
| 600              | 1m 46s       | 13%              |
| 625              | 1m 51s       | 13.5%            |
| 650              | 1m 55s       | 14%              |
| 675              | 1m 59s       | 14.5%            |
| 700              | 2m 4s        | 15%              |
| 725              | 2m 8s        | 15.5%            |
| 750              | 2m 13s       | 16.25%           |
| 775              | 2m 17s       | 16.75%           |
| 800              | 2m 22s       | 17.25%           |
| 825              | 2m 26s       | 17.75%           |
| 850              | 2m 30s       | 18.25%           |
| 875              | 2m 35s       | 18.75%           |
| 900              | 2m 39s       | 19.5%            |
| 925              | 2m 44s       | 20%              |
| 950              | 2m 48s       | 20.5%            |
| 975              | 2m 52s       | 21%              |
| 1000             | 2m 57s       | 21.5%            |
| 1025             | 3m 1s        | 22%              |
| 1050             | 3m 6s        | 22.75%           |
| 1075             | 3m 10s       | 23.25%           |
| 1100             | 3m 15s       | 23.75%           |
| 1125             | 3m 19s       | 24.25%           |
| 1150             | 3m 24s       | 24.75%           |
| 1175             | 3m 28s       | 25.25%           |
| 1200             | 3m 32s       | 26%              |
| 1225             | 3m 37s       | 26.5%            |
| 1250             | 3m 41s       | 27%              |
| 1275             | 3m 46s       | 27.5%            |
| 1300             | 3m 50s       | 28%              |
| 1325             | 3m 54s       | 28.5%            |
| 1350             | 3m 59s       | 29.25%           |
| 1375             | 4m 3s        | 29.75%           |
| 1400             | 4m 8s        | 30.25%           |
| 1425             | 4m 14s       | 30.75%           |
| 1450             | 4m 23s       | 31.25%           |
| 1475             | 4m 32s       | 31.75%           |
| 1500             | 4m 40s       | 32.5%            |
| 1525             | 4m 49s       | 33%              |
| 1550             | 4m 58s       | 33.5%            |
| 1575             | 5m 7s        | 34%              |
| 1600             | 5m 15s       | 34.5%            |
| 1625             | 5m 24s       | 35%              |
| 1650             | 5m 33s       | 35.75%           |
| 1675             | 5m 42s       | 36.25%           |
| 1700             | 5m 50s       | 36.75%           |
| 1725             | 5m 59s       | 37.25%           |
| 1750             | 6m 8s        | 37.75%           |
| 1775             | 6m 16s       | 38.25%           |
| 1800             | 6m 25s       | 39%              |
| 1825             | 6m 34s       | 39.5%            |
| 1850             | 6m 42s       | 40%              |
| 1875             | 6m 51s       | 40.5%            |
| 1900             | 7m 0s        | 41%              |
| 1925             | 7m 8s        | 41.5%            |
| 1950             | 7m 17s       | 42.25%           |
| 1975             | 7m 26s       | 42.75%           |
| 2000             | 7m 35s       | 43.25%           |
| 2025             | 7m 43s       | 43.75%           |
| 2050             | 7m 52s       | 44.25%           |
| 2075             | 8m 1s        | 45%              |
| 2100             | 8m 9s        | 45.5%            |
| 2125             | 8m 18s       | 46%              |
| 2150             | 8m 27s       | 46.5%            |
| 2175             | 8m 35s       | 47%              |
| 2200             | 8m 44s       | 47.5%            |
| 2225             | 8m 53s       | 48.25%           |
| 2250             | 9m 2s        | 48.75%           |
| 2275             | 9m 10s       | 49.25%           |
| 2300             | 9m 19s       | 49.75%           |
| 2325             | 9m 28s       | 50.25%           |
| 2350             | 9m 36s       | 50.75%           |
| 2375             | 9m 45s       | 51.5%            |
| 2400             | 9m 54s       | 52%              |
| 2425             | 10m 2s       | 52.5%            |
| 2450             | 10m 11s      | 53%              |
| 2475             | 10m 19s      | 53.5%            |
| 2500             | 10m 28s      | 54%              |
| 2525             | 10m 37s      | 54.75%           |
| 2550             | 10m 45s      | 55.25%           |
| 2575             | 10m 54s      | 55.75%           |
| 2600             | 11m 3s       | 56.25%           |
| 2625             | 11m 11s      | 56.75%           |
| 2650             | 11m 20s      | 57.25%           |
| 2675             | 11m 29s      | 58%              |
| 2700             | 11m 38s      | 58.5%            |
| 2725             | 11m 46s      | 59%              |
| 2750             | 11m 55s      | 59.5%            |
| 2775             | 12m 4s       | 60%              |
| 2800             | 12m 12s      | 60.5%            |
| 2825             | 12m 21s      | 61.25%           |
| 2850             | 12m 30s      | 61.75%           |
| 2875             | 12m 38s      | 62.25%           |
| 2900             | 12m 47s      | 62.75%           |
| 2925             | 12m 56s      | 63.25%           |
| 2950             | 13m 4s       | 63.75%           |
| 2975             | 13m 13s      | 64.5%            |
| 3000             | 13m 22s      | 65%              |
| 3025             | 13m 31s      | 65.5%            |
| 3050             | 13m 39s      | 66%              |
| 3075             | 13m 48s      | 66.5%            |
| 3100             | 13m 57s      | 67%              |
| 3125             | 14m 5s       | 67.75%           |
| 3150             | 14m 14s      | 68.25%           |
| 3175             | 14m 23s      | 68.75%           |
| 3200             | 14m 31s      | 69.25%           |
| 3225             | 14m 40s      | 69.75%           |
| 3250             | 14m 49s      | 70.25%           |
| 3275             | 14m 58s      | 71%              |
| 3300             | 15m 6s       | 71.5%            |
| 3325             | 15m 15s      | 72%              |
| 3350             | 15m 24s      | 72.5%            |
| 3375             | 15m 32s      | 73%              |
| 3400             | 15m 41s      | 73.5%            |
| 3425             | 15m 50s      | 74.25%           |
| 3450             | 15m 58s      | 74.75%           |
| 3475             | 16m 7s       | 75.25%           |
| 3500             | 16m 16s      | 75.75%           |
| 3525             | 16m 24s      | 76.25%           |
| 3550             | 16m 33s      | 76.75%           |
| 3575             | 16m 42s      | 77.5%            |
| 3600             | 16m 51s      | 78%              |
| 3625             | 16m 59s      | 78.5%            |
| 3650             | 17m 8s       | 79%              |
| 3675             | 17m 17s      | 79.5%            |
| 3700             | 17m 25s      | 80%              |
| 3725             | 17m 34s      | 80.75%           |
| 3750             | 17m 43s      | 81.25%           |
| 3775             | 17m 51s      | 81.75%           |
| 3800             | 18m 0s       | 82.25%           |
| 3825             | 18m 9s       | 82.75%           |
| 3850             | 18m 18s      | 83.25%           |
| 3875             | 18m 26s      | 84%              |
| 3900             | 18m 35s      | 84.5%            |
| 3925             | 18m 44s      | 85%              |
| 3950             | 18m 52s      | 85.5%            |
| 3975             | 19m 1s       | 86%              |
| 4000             | 19m 10s      | 86.5%            |
| 4025             | 19m 18s      | 87.25%           |
| 4050             | 19m 27s      | 87.75%           |
| 4075             | 19m 36s      | 88.25%           |
| 4100             | 19m 44s      | 88.75%           |
| 4125             | 19m 53s      | 89.25%           |
| 4150             | 20m 2s       | 90%              |
| 4175             | 20m 11s      | 90.5%            |
| 4200             | 20m 19s      | 91%              |
| 4225             | 20m 28s      | 91.5%            |
| 4250             | 20m 37s      | 92%              |
| 4275             | 20m 45s      | 92.5%            |
| 4300             | 20m 54s      | 93.25%           |
| 4325             | 21m 3s       | 93.75%           |
| 4350             | 21m 11s      | 94.25%           |
| 4375             | 21m 20s      | 94.75%           |
| 4400             | 21m 29s      | 95.25%           |
| 4425             | 21m 38s      | 95.75%           |
| 4450             | 21m 46s      | 96.5%            |
| 4475             | 21m 55s      | 97%              |
| 4500             | 22m 4s       | 97.5%            |
| 4525             | 22m 12s      | 98%              |
| 4550             | 22m 21s      | 98.5%            |
| 4575             | 22m 30s      | 99%              |
| 4600             | 22m 38s      | 99.75%           |
| 4611             | 22m 42s      | 100%             |
| 4610             | 22m 42s      | 99.75%           |
+------------------+--------------+------------------+
EVALUATION METRICS FOR MODEL:
----------------------------------
Number of examples: 4611
Number of classes: 10
Accuracy: 92.41%

******CONFUSION MATRIX******
----------------------------------
True\Pred c0   c1   c2   c3   c4   c5   c6   c7   c8   c9   
c0        484  4    3    9    4    2    2    1    2    8    
c1        1    439  8    2    2    2    3    0    1    4    
c2        2    5    490  0    0    3    6    0    6    2    
c3        10   2    2    422  19   3    4    0    3    5    
c4        10   2    2    26   402  3    3    3    3    2    
c5        6    0    0    3    7    429  6    1    1    7    
c6        5    3    3    2    6    7    447  1    3    1    
c7        0    1    2    0    0    1    3    419  2    4    
c8        11   7    5    4    3    4    8    3    325  13   
c9        2    4    2    6    3    0    1    4    11   404  

******PRECISION RECALL******
----------------------------------
Class Precision(%)   Recall(%)      
c0    91.15          93.26          
c1    94.00          95.02          
c2    94.78          95.33          
c3    89.03          89.79          
c4    90.13          88.16          
c5    94.49          93.26          
c6    92.55          93.51          
c7    96.99          96.99          
c8    91.04          84.86          
c9    89.78          92.45          


Evaluation time: 1366.621894955635
Program ended with exit code: 0
