No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 15775            | 48m 31s      | 87.5%            |
| 15800            | 48m 36s      | 87.75%           |
| 15825            | 48m 41s      | 87.75%           |
| 15850            | 48m 45s      | 88%              |
| 15875            | 48m 50s      | 88%              |
| 15900            | 48m 54s      | 88.25%           |
| 15925            | 48m 59s      | 88.25%           |
| 15950            | 49m 4s       | 88.5%            |
| 15975            | 49m 8s       | 88.75%           |
| 16000            | 49m 13s      | 88.75%           |
| 16025            | 49m 17s      | 89%              |
| 16050            | 49m 22s      | 89%              |
| 16075            | 49m 27s      | 89.25%           |
| 16100            | 49m 31s      | 89.25%           |
| 16125            | 49m 36s      | 89.5%            |
| 16150            | 49m 41s      | 89.5%            |
| 16175            | 49m 45s      | 89.75%           |
| 16200            | 49m 50s      | 90%              |
| 16225            | 49m 54s      | 90%              |
| 16250            | 49m 59s      | 90.25%           |
| 16275            | 50m 4s       | 90.25%           |
| 16300            | 50m 8s       | 90.5%            |
| 16325            | 50m 13s      | 90.5%            |
| 16350            | 50m 17s      | 90.75%           |
| 16375            | 50m 22s      | 90.75%           |
| 16400            | 50m 27s      | 91%              |
| 16425            | 50m 31s      | 91.25%           |
| 16450            | 50m 36s      | 91.25%           |
| 16475            | 50m 40s      | 91.5%            |
| 16500            | 50m 45s      | 91.5%            |
| 16525            | 50m 50s      | 91.75%           |
| 16550            | 50m 54s      | 91.75%           |
| 16575            | 50m 59s      | 92%              |
| 16600            | 51m 3s       | 92%              |
| 16625            | 51m 8s       | 92.25%           |
| 16650            | 51m 13s      | 92.5%            |
| 16675            | 51m 17s      | 92.5%            |
| 16700            | 51m 22s      | 92.75%           |
| 16725            | 51m 26s      | 92.75%           |
| 16750            | 51m 31s      | 93%              |
| 16775            | 51m 36s      | 93%              |
| 16800            | 51m 40s      | 93.25%           |
| 16825            | 51m 45s      | 93.25%           |
| 16850            | 51m 49s      | 93.5%            |
| 16875            | 51m 54s      | 93.75%           |
| 16900            | 51m 59s      | 93.75%           |
| 16925            | 52m 3s       | 94%              |
| 16950            | 52m 8s       | 94%              |
| 16975            | 52m 12s      | 94.25%           |
| 17000            | 52m 17s      | 94.25%           |
| 17025            | 52m 22s      | 94.5%            |
| 17050            | 52m 26s      | 94.5%            |
| 17075            | 52m 31s      | 94.75%           |
| 17100            | 52m 36s      | 95%              |
| 17125            | 52m 40s      | 95%              |
| 17150            | 52m 45s      | 95.25%           |
| 17175            | 52m 49s      | 95.25%           |
| 17200            | 52m 54s      | 95.5%            |
| 17225            | 52m 59s      | 95.5%            |
| 17250            | 53m 3s       | 95.75%           |
| 17275            | 53m 8s       | 95.75%           |
| 17300            | 53m 12s      | 96%              |
| 17325            | 53m 17s      | 96.25%           |
| 17350            | 53m 22s      | 96.25%           |
| 17375            | 53m 26s      | 96.5%            |
| 17400            | 53m 31s      | 96.5%            |
| 17425            | 53m 35s      | 96.75%           |
| 17450            | 53m 40s      | 96.75%           |
| 17475            | 53m 45s      | 97%              |
| 17500            | 53m 49s      | 97%              |
| 17525            | 53m 54s      | 97.25%           |
| 17550            | 53m 59s      | 97.5%            |
| 17575            | 54m 3s       | 97.5%            |
| 17600            | 54m 8s       | 97.75%           |
| 17625            | 54m 12s      | 97.75%           |
| 17650            | 54m 17s      | 98%              |
| 17675            | 54m 22s      | 98%              |
| 17700            | 54m 26s      | 98.25%           |
| 17725            | 54m 31s      | 98.25%           |
| 17750            | 54m 35s      | 98.5%            |
| 17775            | 54m 40s      | 98.75%           |
| 17800            | 54m 45s      | 98.75%           |
| 17825            | 54m 49s      | 99%              |
| 17850            | 54m 54s      | 99%              |
| 17875            | 54m 58s      | 99.25%           |
| 17900            | 55m 3s       | 99.25%           |
| 17925            | 55m 8s       | 99.5%            |
| 17950            | 55m 12s      | 99.5%            |
| 17975            | 55m 17s      | 99.75%           |
| 17995            | 55m 20s      | 100%             |
| 17994            | 55m 20s      | 99.75%           |
+------------------+--------------+------------------+
Automatically generating validation set from 5% of the data.
Beginning model training on processed features. 
Calibrating solver; this may take some time.
+-----------+--------------+-------------------+---------------------+
| Iteration | Elapsed Time | Training Accuracy | Validation Accuracy |
+-----------+--------------+-------------------+---------------------+
| 0         | 1.997091     | 0.215055          | 0.209660            |
| 1         | 4.485443     | 0.253863          | 0.255763            |
| 2         | 5.398624     | 0.145282          | 0.150384            |
| 3         | 7.118607     | 0.288281          | 0.296378            |
| 4         | 8.013166     | 0.305783          | 0.302964            |
| 9         | 12.464817    | 0.452236          | 0.423710            |
| 14        | 17.859444    | 0.540506          | 0.518112            |
| 19        | 22.786220    | 0.580133          | 0.554336            |
| 24        | 27.726702    | 0.624795          | 0.599341            |
| 29        | 33.015768    | 0.658511          | 0.621295            |
| 34        | 37.620097    | 0.702177          | 0.673985            |
| 39        | 43.821409    | 0.720499          | 0.698134            |
| 44        | 49.579432    | 0.753629          | 0.716795            |
| 49        | 54.499872    | 0.769375          | 0.723381            |
| 54        | 59.363671    | 0.800574          | 0.751921            |
| 59        | 63.943379    | 0.812573          | 0.773875            |
| 64        | 68.906060    | 0.826036          | 0.763996            |
| 69        | 73.925119    | 0.841314          | 0.768386            |
| 74        | 79.293489    | 0.857937          | 0.784852            |
| 79        | 84.657835    | 0.866659          | 0.795829            |
| 84        | 89.184430    | 0.877488          | 0.809001            |
| 89        | 93.708974    | 0.886970          | 0.803513            |
| 94        | 98.568911    | 0.891887          | 0.824369            |
| 99        | 103.898444   | 0.903360          | 0.825467            |
| 104       | 109.575129   | 0.911672          | 0.839737            |
| 109       | 114.864824   | 0.918637          | 0.850714            |
| 114       | 119.843619   | 0.923144          | 0.861690            |
| 119       | 124.417333   | 0.929525          | 0.854007            |
| 124       | 128.976256   | 0.936783          | 0.864984            |
| 129       | 133.885613   | 0.938305          | 0.874863            |
| 134       | 139.324816   | 0.941875          | 0.875960            |
| 139       | 144.603719   | 0.947670          | 0.870472            |
| 144       | 149.923708   | 0.950831          | 0.874863            |
| 149       | 155.629557   | 0.954343          | 0.881449            |
| 154       | 160.940101   | 0.959202          | 0.883644            |
| 159       | 167.110054   | 0.960723          | 0.886937            |
| 164       | 172.017196   | 0.964528          | 0.894621            |
| 169       | 176.538826   | 0.968860          | 0.888035            |
| 174       | 181.466394   | 0.971728          | 0.894621            |
| 179       | 186.368640   | 0.973777          | 0.901207            |
| 184       | 190.966106   | 0.977523          | 0.899012            |
| 189       | 196.646136   | 0.979103          | 0.902305            |
| 194       | 202.345637   | 0.980859          | 0.900110            |
| 199       | 207.348937   | 0.982381          | 0.904501            |
| 204       | 212.027300   | 0.983669          | 0.905598            |
| 209       | 217.329325   | 0.986186          | 0.907794            |
| 214       | 222.749738   | 0.986830          | 0.909989            |
| 219       | 228.127494   | 0.989230          | 0.908891            |
| 224       | 232.691567   | 0.990342          | 0.912184            |
| 229       | 237.613717   | 0.992039          | 0.916575            |
| 234       | 242.947340   | 0.993912          | 0.916575            |
| 239       | 248.645102   | 0.994673          | 0.914380            |
| 244       | 253.632305   | 0.995610          | 0.911087            |
| 249       | 258.951853   | 0.996312          | 0.908891            |
| 254       | 263.430879   | 0.997015          | 0.907794            |
| 259       | 268.353651   | 0.997483          | 0.907794            |
| 264       | 274.073091   | 0.998185          | 0.909989            |
| 269       | 278.606586   | 0.998537          | 0.911087            |
| 274       | 283.964088   | 0.998829          | 0.907794            |
| 279       | 288.513275   | 0.999239          | 0.908891            |
| 284       | 293.412108   | 0.999473          | 0.903403            |
| 289       | 298.344547   | 0.999473          | 0.908891            |
| 294       | 303.270751   | 0.999766          | 0.905598            |
| 299       | 308.253727   | 0.999590          | 0.908891            |
| 304       | 312.765857   | 0.999941          | 0.913282            |
| 309       | 317.671724   | 1.000000          | 0.919868            |
| 314       | 322.669783   | 1.000000          | 0.923161            |
| 319       | 327.538233   | 1.000000          | 0.923161            |
| 324       | 332.499379   | 1.000000          | 0.926454            |
| 329       | 337.831958   | 1.000000          | 0.925357            |
| 334       | 342.822208   | 1.000000          | 0.924259            |
| 339       | 347.734656   | 1.000000          | 0.924259            |
| 344       | 352.706935   | 1.000000          | 0.923161            |
| 349       | 357.652945   | 1.000000          | 0.920966            |
| 354       | 362.168492   | 1.000000          | 0.925357            |
| 359       | 369.157736   | 1.000000          | 0.925357            |
| 364       | 374.468267   | 1.000000          | 0.923161            |
| 369       | 379.834659   | 1.000000          | 0.924259            |
| 374       | 385.228309   | 1.000000          | 0.925357            |
| 379       | 390.177526   | 1.000000          | 0.924259            |
| 384       | 395.490888   | 1.000000          | 0.922064            |
| 389       | 400.500368   | 1.000000          | 0.923161            |
| 394       | 405.460130   | 1.000000          | 0.925357            |
| 399       | 410.746744   | 1.000000          | 0.927552            |
| 404       | 416.452070   | 1.000000          | 0.928650            |
| 409       | 422.558823   | 1.000000          | 0.928650            |
| 414       | 427.522985   | 1.000000          | 0.927552            |
| 419       | 432.867834   | 1.000000          | 0.927552            |
| 424       | 437.434498   | 1.000000          | 0.928650            |
| 429       | 443.553730   | 1.000000          | 0.927552            |
| 434       | 448.535114   | 1.000000          | 0.927552            |
| 439       | 453.059510   | 1.000000          | 0.929748            |
| 444       | 458.303421   | 1.000000          | 0.929748            |
| 449       | 463.701573   | 1.000000          | 0.928650            |
| 454       | 469.804133   | 1.000000          | 0.928650            |
| 459       | 474.661330   | 1.000000          | 0.924259            |
| 464       | 479.218664   | 1.000000          | 0.922064            |
| 469       | 483.706949   | 1.000000          | 0.924259            |
| 474       | 489.084816   | 1.000000          | 0.923161            |
| 479       | 494.859336   | 1.000000          | 0.924259            |
| 484       | 500.496435   | 1.000000          | 0.923161            |
| 489       | 505.346923   | 1.000000          | 0.923161            |
| 494       | 510.306290   | 1.000000          | 0.924259            |
| 499       | 515.671228   | 1.000000          | 0.924259            |
| 504       | 520.209870   | 1.000000          | 0.926454            |
| 509       | 525.179416   | 1.000000          | 0.924259            |
| 514       | 530.088055   | 1.000000          | 0.926454            |
| 519       | 535.024360   | 1.000000          | 0.924259            |
| 524       | 540.384506   | 1.000000          | 0.924259            |
| 529       | 545.265348   | 1.000000          | 0.925357            |
| 534       | 549.877480   | 1.000000          | 0.929748            |
| 539       | 555.128141   | 1.000000          | 0.927552            |
| 544       | 560.530379   | 1.000000          | 0.927552            |
| 549       | 565.902667   | 1.000000          | 0.926454            |
| 554       | 571.308659   | 1.000000          | 0.924259            |
| 559       | 576.158552   | 1.000000          | 0.926454            |
| 564       | 581.902070   | 1.000000          | 0.925357            |
| 569       | 587.326294   | 1.000000          | 0.926454            |
| 574       | 592.241934   | 1.000000          | 0.924259            |
| 579       | 596.777287   | 1.000000          | 0.924259            |
| 584       | 601.792921   | 1.000000          | 0.925357            |
| 589       | 606.693083   | 1.000000          | 0.925357            |
| 594       | 611.609436   | 1.000000          | 0.924259            |
| 599       | 616.475338   | 1.000000          | 0.925357            |
| 604       | 621.013201   | 1.000000          | 0.920966            |
| 609       | 626.316730   | 1.000000          | 0.920966            |
| 614       | 631.265512   | 1.000000          | 0.922064            |
| 619       | 636.137961   | 1.000000          | 0.923161            |
| 624       | 641.467668   | 1.000000          | 0.926454            |
| 629       | 646.397513   | 1.000000          | 0.930845            |
| 634       | 651.287014   | 1.000000          | 0.929748            |
| 639       | 656.225898   | 1.000000          | 0.930845            |
| 644       | 661.235520   | 1.000000          | 0.927552            |
| 649       | 667.369689   | 1.000000          | 0.927552            |
| 654       | 672.351398   | 1.000000          | 0.925357            |
| 659       | 678.359802   | 1.000000          | 0.924259            |
| 664       | 683.260934   | 1.000000          | 0.927552            |
| 669       | 689.033129   | 1.000000          | 0.925357            |
| 674       | 693.581987   | 1.000000          | 0.929748            |
| 679       | 698.873016   | 1.000000          | 0.927552            |
| 684       | 703.428563   | 1.000000          | 0.929748            |
| 689       | 709.636427   | 1.000000          | 0.929748            |
| 694       | 716.566040   | 1.000000          | 0.930845            |
| 699       | 721.508701   | 1.000000          | 0.929748            |
| 704       | 726.394185   | 1.000000          | 0.931943            |
| 709       | 731.739310   | 1.000000          | 0.930845            |
| 714       | 737.414255   | 1.000000          | 0.931943            |
| 719       | 742.451246   | 1.000000          | 0.930845            |
| 724       | 746.953586   | 1.000000          | 0.930845            |
| 729       | 751.841785   | 1.000000          | 0.933041            |
| 734       | 757.226249   | 1.000000          | 0.931943            |
| 739       | 761.817863   | 1.000000          | 0.930845            |
| 744       | 766.776320   | 1.000000          | 0.930845            |
| 749       | 771.310062   | 1.000000          | 0.929748            |
| 754       | 776.269415   | 1.000000          | 0.931943            |
| 759       | 783.213839   | 1.000000          | 0.930845            |
| 764       | 788.915187   | 1.000000          | 0.929748            |
| 769       | 793.808100   | 1.000000          | 0.930845            |
| 774       | 799.874132   | 1.000000          | 0.930845            |
| 779       | 804.414199   | 1.000000          | 0.930845            |
| 784       | 809.770487   | 1.000000          | 0.930845            |
| 789       | 815.500385   | 1.000000          | 0.928650            |
| 794       | 820.039022   | 1.000000          | 0.929748            |
| 799       | 825.356894   | 1.000000          | 0.929748            |
| 804       | 832.320937   | 1.000000          | 0.929748            |
| 809       | 838.458965   | 1.000000          | 0.929748            |
| 814       | 844.132423   | 1.000000          | 0.929748            |
| 819       | 849.023397   | 1.000000          | 0.929748            |
| 824       | 853.964463   | 1.000000          | 0.930845            |
| 829       | 858.919791   | 1.000000          | 0.929748            |
| 834       | 863.800682   | 1.000000          | 0.929748            |
| 839       | 869.117190   | 1.000000          | 0.927552            |
| 844       | 873.611580   | 1.000000          | 0.928650            |
| 849       | 878.175483   | 1.000000          | 0.927552            |
| 854       | 883.138026   | 1.000000          | 0.928650            |
| 859       | 888.072076   | 1.000000          | 0.928650            |
| 864       | 892.972152   | 1.000000          | 0.928650            |
| 869       | 899.461018   | 1.000000          | 0.928650            |
| 874       | 904.796345   | 1.000000          | 0.928650            |
| 879       | 909.683586   | 1.000000          | 0.928650            |
| 884       | 915.023445   | 1.000000          | 0.927552            |
| 889       | 923.553371   | 1.000000          | 0.927552            |
| 894       | 928.904652   | 1.000000          | 0.927552            |
| 899       | 933.881141   | 1.000000          | 0.927552            |
| 904       | 938.809740   | 1.000000          | 0.927552            |
| 909       | 944.114758   | 1.000000          | 0.927552            |
| 914       | 950.607557   | 1.000000          | 0.928650            |
| 919       | 955.096447   | 1.000000          | 0.929748            |
| 924       | 960.128985   | 1.000000          | 0.929748            |
| 929       | 965.883658   | 1.000000          | 0.929748            |
| 934       | 970.760599   | 1.000000          | 0.929748            |
| 939       | 975.712933   | 1.000000          | 0.929748            |
| 944       | 980.661903   | 1.000000          | 0.929748            |
| 949       | 985.638673   | 1.000000          | 0.929748            |
| 954       | 992.116458   | 1.000000          | 0.927552            |
| 959       | 997.878702   | 1.000000          | 0.928650            |
| 964       | 1003.200119  | 1.000000          | 0.929748            |
| 969       | 1008.601063  | 1.000000          | 0.930845            |
| 974       | 1013.527978  | 1.000000          | 0.929748            |
| 979       | 1018.149540  | 1.000000          | 0.930845            |
| 984       | 1023.014361  | 1.000000          | 0.929748            |
| 989       | 1027.558827  | 1.000000          | 0.929748            |
| 994       | 1032.392971  | 1.000000          | 0.929748            |
| 999       | 1037.759275  | 1.000000          | 0.927552            |
+-----------+--------------+-------------------+---------------------+
IMAGE CLASSIFIER:
ImageClassifier

Parameters
Feature Extractor: ScenePrint
Max Iterations: 1000

Performance on Training Data
Number of examples: 17084
Number of classes: 10
Accuracy: 100.00%

Performance on Validation Data
Number of examples: 911
Number of classes: 10
Accuracy: 92.76%

SAVING MODEL TO ./Models/DistractedDriverClassifier.mlmodel
Trained model successfully saved at /Users/adriantineo/Library/Developer/Xcode/DerivedData/DistractedDriverCreateML-evrjlxjgpvzkuxgcddcqgyqyimxv/Build/Products/Debug/Models/DistractedDriverClassifier.mlmodel.

PRINTING SOME PREDICTIONS FOR IMAGES:
PREDICTIONS FOR LABEL c8:
	Predicting image 0 as c8
	Predicting image 1 as c7
	Predicting image 2 as c1
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c1
	Predicting image 7 as c1
	Predicting image 8 as c7
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c2:
	Predicting image 0 as c7
	Predicting image 1 as c1
	Predicting image 2 as c9
	Predicting image 3 as c7
	Predicting image 4 as c1
	Predicting image 5 as c1
	Predicting image 6 as c8
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c9
PREDICTIONS FOR LABEL c3:
	Predicting image 0 as c9
	Predicting image 1 as c9
	Predicting image 2 as c9
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c9:
	Predicting image 0 as c9
	Predicting image 1 as c9
	Predicting image 2 as c7
	Predicting image 3 as c6
	Predicting image 4 as c8
	Predicting image 5 as c9
	Predicting image 6 as c9
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c7:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c1
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c0:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c0
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c9
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c1:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c0
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c0
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c7
PREDICTIONS FOR LABEL c4:
	Predicting image 0 as c7
	Predicting image 1 as c8
	Predicting image 2 as c9
	Predicting image 3 as c8
	Predicting image 4 as c9
	Predicting image 5 as c6
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c5:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c9
	Predicting image 4 as c8
	Predicting image 5 as c9
	Predicting image 6 as c7
	Predicting image 7 as c1
	Predicting image 8 as c9
	Predicting image 9 as c9
PREDICTIONS FOR LABEL c6:
	Predicting image 0 as c9
	Predicting image 1 as c9
	Predicting image 2 as c8
	Predicting image 3 as c7
	Predicting image 4 as c9
	Predicting image 5 as c8
	Predicting image 6 as c7
	Predicting image 7 as c7
	Predicting image 8 as c9
	Predicting image 9 as c5
Extracting image features from evaluation data.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
+------------------+--------------+------------------+
| 1                | 184.206ms    | 0%               |
| 2                | 366.27ms     | 0%               |
| 3                | 549.432ms    | 0%               |
| 4                | 731.651ms    | 0%               |
| 5                | 913.71ms     | 0%               |
| 10               | 1.82s        | 0%               |
| 25               | 4.69s        | 0.5%             |
| 50               | 9.32s        | 1%               |
| 75               | 14.04s       | 1.5%             |
| 100              | 18.64s       | 2%               |
| 125              | 23.30s       | 2.75%            |
| 150              | 27.96s       | 3.25%            |
| 175              | 32.59s       | 3.75%            |
| 200              | 37.25s       | 4.25%            |
| 225              | 41.87s       | 5%               |
| 250              | 46.53s       | 5.5%             |
| 275              | 51.23s       | 6%               |
| 300              | 55.89s       | 6.5%             |
| 325              | 1m 0s        | 7.25%            |
| 350              | 1m 5s        | 7.75%            |
| 375              | 1m 9s        | 8.25%            |
| 400              | 1m 14s       | 8.75%            |
| 425              | 1m 19s       | 9.5%             |
| 450              | 1m 23s       | 10%              |
| 475              | 1m 28s       | 10.5%            |
| 500              | 1m 33s       | 11%              |
| 525              | 1m 37s       | 11.75%           |
| 550              | 1m 42s       | 12.25%           |
| 575              | 1m 46s       | 12.75%           |
| 600              | 1m 51s       | 13.25%           |
| 625              | 1m 56s       | 13.75%           |
| 650              | 2m 0s        | 14.5%            |
| 675              | 2m 5s        | 15%              |
| 700              | 2m 10s       | 15.5%            |
| 725              | 2m 14s       | 16%              |
| 750              | 2m 19s       | 16.75%           |
| 775              | 2m 24s       | 17.25%           |
| 800              | 2m 28s       | 17.75%           |
| 825              | 2m 33s       | 18.25%           |
| 850              | 2m 38s       | 19%              |
| 875              | 2m 42s       | 19.5%            |
| 900              | 2m 47s       | 20%              |
| 925              | 2m 52s       | 20.5%            |
| 950              | 2m 56s       | 21.25%           |
| 975              | 3m 1s        | 21.75%           |
| 1000             | 3m 6s        | 22.25%           |
| 1025             | 3m 10s       | 22.75%           |
| 1050             | 3m 15s       | 23.5%            |
| 1075             | 3m 20s       | 24%              |
| 1100             | 3m 24s       | 24.5%            |
| 1125             | 3m 29s       | 25%              |
| 1150             | 3m 34s       | 25.5%            |
| 1175             | 3m 38s       | 26.25%           |
| 1200             | 3m 43s       | 26.75%           |
| 1225             | 3m 47s       | 27.25%           |
| 1250             | 3m 52s       | 27.75%           |
| 1275             | 3m 57s       | 28.5%            |
| 1300             | 4m 1s        | 29%              |
| 1325             | 4m 6s        | 29.5%            |
| 1350             | 4m 11s       | 30%              |
| 1375             | 4m 15s       | 30.75%           |
| 1400             | 4m 20s       | 31.25%           |
| 1425             | 4m 25s       | 31.75%           |
| 1450             | 4m 29s       | 32.25%           |
| 1475             | 4m 34s       | 33%              |
| 1500             | 4m 39s       | 33.5%            |
| 1525             | 4m 43s       | 34%              |
| 1550             | 4m 48s       | 34.5%            |
| 1575             | 4m 52s       | 35.25%           |
| 1600             | 4m 57s       | 35.75%           |
| 1625             | 5m 2s        | 36.25%           |
| 1650             | 5m 6s        | 36.75%           |
| 1675             | 5m 11s       | 37.25%           |
| 1700             | 5m 16s       | 38%              |
| 1725             | 5m 20s       | 38.5%            |
| 1750             | 5m 25s       | 39%              |
| 1775             | 5m 30s       | 39.5%            |
| 1800             | 5m 34s       | 40.25%           |
| 1825             | 5m 39s       | 40.75%           |
| 1850             | 5m 44s       | 41.25%           |
| 1875             | 5m 48s       | 41.75%           |
| 1900             | 5m 53s       | 42.5%            |
| 1925             | 5m 57s       | 43%              |
| 1950             | 6m 2s        | 43.5%            |
| 1975             | 6m 7s        | 44%              |
| 2000             | 6m 11s       | 44.75%           |
| 2025             | 6m 16s       | 45.25%           |
| 2050             | 6m 21s       | 45.75%           |
| 2075             | 6m 25s       | 46.25%           |
| 2100             | 6m 30s       | 47%              |
| 2125             | 6m 35s       | 47.5%            |
| 2150             | 6m 39s       | 48%              |
| 2175             | 6m 44s       | 48.5%            |
| 2200             | 6m 49s       | 49.25%           |
| 2225             | 6m 53s       | 49.75%           |
| 2250             | 6m 58s       | 50.25%           |
| 2275             | 7m 3s        | 50.75%           |
| 2300             | 7m 7s        | 51.25%           |
| 2325             | 7m 12s       | 52%              |
| 2350             | 7m 17s       | 52.5%            |
| 2375             | 7m 21s       | 53%              |
| 2400             | 7m 26s       | 53.5%            |
| 2425             | 7m 31s       | 54.25%           |
| 2450             | 7m 35s       | 54.75%           |
| 2475             | 7m 40s       | 55.25%           |
| 2500             | 7m 45s       | 55.75%           |
| 2525             | 7m 49s       | 56.5%            |
| 2550             | 7m 54s       | 57%              |
| 2575             | 7m 59s       | 57.5%            |
| 2600             | 8m 4s        | 58%              |
| 2625             | 8m 8s        | 58.75%           |
| 2650             | 8m 13s       | 59.25%           |
| 2675             | 8m 18s       | 59.75%           |
| 2700             | 8m 22s       | 60.25%           |
| 2725             | 8m 27s       | 61%              |
| 2750             | 8m 32s       | 61.5%            |
| 2775             | 8m 36s       | 62%              |
| 2800             | 8m 41s       | 62.5%            |
| 2825             | 8m 46s       | 63%              |
| 2850             | 8m 50s       | 63.75%           |
| 2875             | 8m 55s       | 64.25%           |
| 2900             | 9m 0s        | 64.75%           |
| 2925             | 9m 5s        | 65.25%           |
| 2950             | 9m 10s       | 66%              |
| 2975             | 9m 15s       | 66.5%            |
| 3000             | 9m 19s       | 67%              |
| 3025             | 9m 24s       | 67.5%            |
| 3050             | 9m 29s       | 68.25%           |
| 3075             | 9m 33s       | 68.75%           |
| 3100             | 9m 38s       | 69.25%           |
| 3125             | 9m 43s       | 69.75%           |
| 3150             | 9m 47s       | 70.5%            |
| 3175             | 9m 52s       | 71%              |
| 3200             | 9m 57s       | 71.5%            |
| 3225             | 10m 1s       | 72%              |
| 3250             | 10m 6s       | 72.75%           |
| 3275             | 10m 11s      | 73.25%           |
| 3300             | 10m 16s      | 73.75%           |
| 3325             | 10m 21s      | 74.25%           |
| 3350             | 10m 26s      | 74.75%           |
| 3375             | 10m 31s      | 75.5%            |
| 3400             | 10m 35s      | 76%              |
| 3425             | 10m 40s      | 76.5%            |
| 3450             | 10m 45s      | 77%              |
| 3475             | 10m 49s      | 77.75%           |
| 3500             | 10m 54s      | 78.25%           |
| 3525             | 10m 59s      | 78.75%           |
| 3550             | 11m 4s       | 79.25%           |
| 3575             | 11m 9s       | 80%              |
| 3600             | 11m 13s      | 80.5%            |
| 3625             | 11m 18s      | 81%              |
| 3650             | 11m 23s      | 81.5%            |
| 3675             | 11m 28s      | 82.25%           |
| 3700             | 11m 32s      | 82.75%           |
| 3725             | 11m 37s      | 83.25%           |
| 3750             | 11m 42s      | 83.75%           |
| 3775             | 11m 46s      | 84.5%            |
| 3800             | 11m 51s      | 85%              |
| 3825             | 11m 56s      | 85.5%            |
| 3850             | 12m 1s       | 86%              |
| 3875             | 12m 5s       | 86.5%            |
| 3900             | 12m 10s      | 87.25%           |
| 3925             | 12m 15s      | 87.75%           |
| 3950             | 12m 20s      | 88.25%           |
| 3975             | 12m 25s      | 88.75%           |
| 4000             | 12m 30s      | 89.5%            |
| 4025             | 12m 35s      | 90%              |
| 4050             | 12m 40s      | 90.5%            |
| 4075             | 12m 45s      | 91%              |
| 4100             | 12m 50s      | 91.75%           |
| 4125             | 12m 54s      | 92.25%           |
| 4150             | 12m 59s      | 92.75%           |
| 4175             | 13m 4s       | 93.25%           |
| 4200             | 13m 8s       | 94%              |
| 4225             | 13m 13s      | 94.5%            |
| 4250             | 13m 18s      | 95%              |
| 4275             | 13m 23s      | 95.5%            |
| 4300             | 13m 27s      | 96.25%           |
| 4325             | 13m 32s      | 96.75%           |
| 4350             | 13m 37s      | 97.25%           |
| 4375             | 13m 41s      | 97.75%           |
| 4400             | 13m 46s      | 98.5%            |
| 4425             | 13m 52s      | 99%              |
| 4450             | 13m 56s      | 99.5%            |
| 4467             | 14m 0s       | 100%             |
| 4466             | 13m 59s      | 99.75%           |
+------------------+--------------+------------------+
EVALUATION METRICS FOR MODEL:
----------------------------------
Number of examples: 4467
Number of classes: 10
Accuracy: 92.75%

******CONFUSION MATRIX******
----------------------------------
True\Pred c0   c1   c2   c3   c4   c5   c6   c7   c8   c9   
c0        480  2    0    12   9    8    2    1    2    5    
c1        0    437  2    0    3    1    4    0    0    3    
c2        2    3    439  1    2    1    5    0    4    4    
c3        6    2    2    433  22   5    2    0    2    2    
c4        12   2    1    20   438  9    5    1    2    4    
c5        2    0    0    3    3    406  8    0    0    1    
c6        7    0    4    3    9    6    425  1    3    1    
c7        2    0    2    1    0    0    1    388  5    2    
c8        7    3    5    1    5    5    7    2    326  16   
c9        3    5    1    4    5    4    1    1    10   371  

******PRECISION RECALL******
----------------------------------
Class Precision(%)   Recall(%)      
c0    92.13          92.13          
c1    96.26          97.11          
c2    96.27          95.23          
c3    90.59          90.97          
