No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 15950            | 47m 28s      | 88.5%            |
| 15975            | 47m 32s      | 88.75%           |
| 16000            | 47m 37s      | 88.75%           |
| 16025            | 47m 41s      | 89%              |
| 16050            | 47m 46s      | 89%              |
| 16075            | 47m 50s      | 89.25%           |
| 16100            | 47m 55s      | 89.25%           |
| 16125            | 47m 59s      | 89.5%            |
| 16150            | 48m 4s       | 89.5%            |
| 16175            | 48m 8s       | 89.75%           |
| 16200            | 48m 13s      | 90%              |
| 16225            | 48m 17s      | 90%              |
| 16250            | 48m 22s      | 90.25%           |
| 16275            | 48m 26s      | 90.25%           |
| 16300            | 48m 31s      | 90.5%            |
| 16325            | 48m 35s      | 90.5%            |
| 16350            | 48m 40s      | 90.75%           |
| 16375            | 48m 44s      | 90.75%           |
| 16400            | 48m 49s      | 91%              |
| 16425            | 48m 53s      | 91.25%           |
| 16450            | 48m 57s      | 91.25%           |
| 16475            | 49m 2s       | 91.5%            |
| 16500            | 49m 6s       | 91.5%            |
| 16525            | 49m 11s      | 91.75%           |
| 16550            | 49m 15s      | 91.75%           |
| 16575            | 49m 20s      | 92%              |
| 16600            | 49m 24s      | 92%              |
| 16625            | 49m 29s      | 92.25%           |
| 16650            | 49m 33s      | 92.5%            |
| 16675            | 49m 38s      | 92.5%            |
| 16700            | 49m 42s      | 92.75%           |
| 16725            | 49m 47s      | 92.75%           |
| 16750            | 49m 51s      | 93%              |
| 16775            | 49m 56s      | 93%              |
| 16800            | 50m 0s       | 93.25%           |
| 16825            | 50m 5s       | 93.25%           |
| 16850            | 50m 9s       | 93.5%            |
| 16875            | 50m 14s      | 93.75%           |
| 16900            | 50m 18s      | 93.75%           |
| 16925            | 50m 23s      | 94%              |
| 16950            | 50m 27s      | 94%              |
| 16975            | 50m 31s      | 94.25%           |
| 17000            | 50m 36s      | 94.25%           |
| 17025            | 50m 40s      | 94.5%            |
| 17050            | 50m 45s      | 94.5%            |
| 17075            | 50m 49s      | 94.75%           |
| 17100            | 50m 54s      | 95%              |
| 17125            | 50m 58s      | 95%              |
| 17150            | 51m 3s       | 95.25%           |
| 17175            | 51m 7s       | 95.25%           |
| 17200            | 51m 12s      | 95.5%            |
| 17225            | 51m 16s      | 95.5%            |
| 17250            | 51m 21s      | 95.75%           |
| 17275            | 51m 25s      | 95.75%           |
| 17300            | 51m 30s      | 96%              |
| 17325            | 51m 34s      | 96.25%           |
| 17350            | 51m 39s      | 96.25%           |
| 17375            | 51m 43s      | 96.5%            |
| 17400            | 51m 47s      | 96.5%            |
| 17425            | 51m 52s      | 96.75%           |
| 17450            | 51m 56s      | 96.75%           |
| 17475            | 52m 1s       | 97%              |
| 17500            | 52m 5s       | 97%              |
| 17525            | 52m 10s      | 97.25%           |
| 17550            | 52m 14s      | 97.5%            |
| 17575            | 52m 19s      | 97.5%            |
| 17600            | 52m 23s      | 97.75%           |
| 17625            | 52m 28s      | 97.75%           |
| 17650            | 52m 32s      | 98%              |
| 17675            | 52m 37s      | 98%              |
| 17700            | 52m 41s      | 98.25%           |
| 17725            | 52m 46s      | 98.25%           |
| 17750            | 52m 50s      | 98.5%            |
| 17775            | 52m 55s      | 98.75%           |
| 17800            | 52m 59s      | 98.75%           |
| 17825            | 53m 4s       | 99%              |
| 17850            | 53m 8s       | 99%              |
| 17875            | 53m 13s      | 99.25%           |
| 17900            | 53m 17s      | 99.25%           |
| 17925            | 53m 21s      | 99.5%            |
| 17950            | 53m 26s      | 99.5%            |
| 17975            | 53m 30s      | 99.75%           |
| 17995            | 53m 34s      | 100%             |
| 17994            | 53m 34s      | 99.75%           |
+------------------+--------------+------------------+
Automatically generating validation set from 5% of the data.
Beginning model training on processed features. 
Calibrating solver; this may take some time.
+-----------+--------------+-------------------+---------------------+
| Iteration | Elapsed Time | Training Accuracy | Validation Accuracy |
+-----------+--------------+-------------------+---------------------+
| 0         | 0.531785     | 0.109738          | 0.104575            |
| 1         | 3.444188     | 0.111963          | 0.104575            |
| 2         | 5.472545     | 0.338350          | 0.338780            |
| 3         | 6.424330     | 0.153716          | 0.166667            |
| 4         | 7.407108     | 0.350940          | 0.320261            |
| 5         | 8.842031     | 0.436903          | 0.431373            |
| 10        | 14.189000    | 0.500205          | 0.485839            |
| 15        | 19.146312    | 0.647830          | 0.641612            |
| 20        | 24.519962    | 0.705627          | 0.684096            |
| 25        | 29.975147    | 0.771154          | 0.758170            |
| 30        | 35.460857    | 0.819348          | 0.787582            |
| 35        | 40.429318    | 0.849037          | 0.815904            |
| 40        | 45.390850    | 0.872050          | 0.840959            |
| 45        | 50.375587    | 0.891667          | 0.862745            |
| 50        | 55.351628    | 0.910054          | 0.876906            |
| 55        | 60.368291    | 0.927798          | 0.901961            |
| 60        | 65.223673    | 0.940153          | 0.916122            |
| 65        | 70.158077    | 0.947473          | 0.918301            |
| 70        | 75.051068    | 0.955554          | 0.934641            |
| 75        | 80.061610    | 0.963343          | 0.944444            |
| 80        | 85.019575    | 0.963108          | 0.933551            |
| 85        | 90.489828    | 0.970779          | 0.946623            |
| 90        | 95.917293    | 0.969550          | 0.931373            |
| 95        | 101.342859   | 0.980032          | 0.943355            |
| 100       | 106.741755   | 0.983252          | 0.954248            |
| 105       | 111.679190   | 0.986297          | 0.956427            |
| 110       | 116.615914   | 0.988874          | 0.953159            |
| 115       | 121.594374   | 0.991978          | 0.959695            |
| 120       | 126.512607   | 0.994554          | 0.964052            |
| 125       | 131.475124   | 0.995842          | 0.962963            |
| 130       | 136.951819   | 0.996369          | 0.959695            |
| 135       | 141.881391   | 0.998126          | 0.956427            |
| 140       | 146.822898   | 0.998946          | 0.958606            |
| 145       | 151.836908   | 0.999180          | 0.958606            |
| 150       | 156.765490   | 0.999649          | 0.959695            |
+-----------+--------------+-------------------+---------------------+
Completed (Iteration limit reached).
IMAGE CLASSIFIER:
ImageClassifier

Parameters
Feature Extractor: ScenePrint
MaxIterations: 150

Performance on Training Data
Number of examples: 17077
Number of classes: 10
Accuracy: 99.96%

Performance on Validation Data
Number of examples: 918
Number of classes: 10
Accuracy: 95.97%

SAVING MODEL TO ./Models/DistractedDriverClassifier.mlmodel
Trained model successfully saved at /Volumes/MEDIA&DEV/dev/ML_data/DistractedDriver/DistractedDriverCreateML/DistractedDriverCreateML/Models/DistractedDriverClassifier.mlmodel.

PRINTING SOME PREDICTIONS FOR IMAGES:
PREDICTIONS FOR LABEL c0:
	Predicting image 0 as c3
	Predicting image 1 as c0
	Predicting image 2 as c3
	Predicting image 3 as c0
	Predicting image 4 as c8
	Predicting image 5 as c3
	Predicting image 6 as c0
	Predicting image 7 as c0
	Predicting image 8 as c0
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c7:
	Predicting image 0 as c9
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c7
	Predicting image 5 as c7
	Predicting image 6 as c7
	Predicting image 7 as c1
	Predicting image 8 as c7
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c1:
	Predicting image 0 as c6
	Predicting image 1 as c1
	Predicting image 2 as c1
	Predicting image 3 as c1
	Predicting image 4 as c1
	Predicting image 5 as c3
	Predicting image 6 as c1
	Predicting image 7 as c3
	Predicting image 8 as c1
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c5:
	Predicting image 0 as c5
	Predicting image 1 as c7
	Predicting image 2 as c3
	Predicting image 3 as c5
	Predicting image 4 as c7
	Predicting image 5 as c9
	Predicting image 6 as c3
	Predicting image 7 as c5
	Predicting image 8 as c3
	Predicting image 9 as c2
PREDICTIONS FOR LABEL c8:
	Predicting image 0 as c8
	Predicting image 1 as c8
	Predicting image 2 as c2
	Predicting image 3 as c8
	Predicting image 4 as c8
	Predicting image 5 as c8
	Predicting image 6 as c3
	Predicting image 7 as c8
	Predicting image 8 as c8
	Predicting image 9 as c4
PREDICTIONS FOR LABEL c4:
	Predicting image 0 as c6
	Predicting image 1 as c4
	Predicting image 2 as c4
	Predicting image 3 as c8
	Predicting image 4 as c4
	Predicting image 5 as c4
	Predicting image 6 as c4
	Predicting image 7 as c4
	Predicting image 8 as c3
	Predicting image 9 as c4
PREDICTIONS FOR LABEL c2:
	Predicting image 0 as c2
	Predicting image 1 as c2
	Predicting image 2 as c6
	Predicting image 3 as c2
	Predicting image 4 as c0
	Predicting image 5 as c2
	Predicting image 6 as c6
	Predicting image 7 as c2
	Predicting image 8 as c4
	Predicting image 9 as c2
PREDICTIONS FOR LABEL c3:
	Predicting image 0 as c4
	Predicting image 1 as c3
	Predicting image 2 as c3
	Predicting image 3 as c3
	Predicting image 4 as c3
	Predicting image 5 as c3
	Predicting image 6 as c3
	Predicting image 7 as c3
	Predicting image 8 as c3
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c6:
	Predicting image 0 as c6
	Predicting image 1 as c4
	Predicting image 2 as c3
	Predicting image 3 as c0
	Predicting image 4 as c6
	Predicting image 5 as c6
	Predicting image 6 as c6
	Predicting image 7 as c6
	Predicting image 8 as c3
	Predicting image 9 as c2
PREDICTIONS FOR LABEL c9:
	Predicting image 0 as c9
	Predicting image 1 as c9
	Predicting image 2 as c8
	Predicting image 3 as c4
	Predicting image 4 as c0
	Predicting image 5 as c9
	Predicting image 6 as c0
	Predicting image 7 as c1
	Predicting image 8 as c9
	Predicting image 9 as c0
Extracting image features from evaluation data.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
+------------------+--------------+------------------+
| 1                | 178.795ms    | 0%               |
| 2                | 356.53ms     | 0%               |
| 3                | 533.959ms    | 0%               |
| 4                | 711.417ms    | 0%               |
| 5                | 889.03ms     | 0%               |
| 10               | 1.77s        | 0%               |
| 25               | 4.42s        | 0.5%             |
| 50               | 8.86s        | 1%               |
| 75               | 13.28s       | 1.5%             |
| 100              | 17.72s       | 2%               |
| 125              | 22.15s       | 2.75%            |
| 150              | 26.59s       | 3.25%            |
| 175              | 31.03s       | 3.75%            |
| 200              | 35.45s       | 4.25%            |
| 225              | 39.89s       | 5%               |
| 250              | 44.32s       | 5.5%             |
| 275              | 48.76s       | 6%               |
| 300              | 53.19s       | 6.5%             |
| 325              | 57.63s       | 7.25%            |
| 350              | 1m 2s        | 7.75%            |
| 375              | 1m 6s        | 8.25%            |
| 400              | 1m 10s       | 8.75%            |
| 425              | 1m 15s       | 9.5%             |
| 450              | 1m 19s       | 10%              |
| 475              | 1m 24s       | 10.5%            |
| 500              | 1m 28s       | 11%              |
| 525              | 1m 33s       | 11.75%           |
| 550              | 1m 37s       | 12.25%           |
| 575              | 1m 41s       | 12.75%           |
| 600              | 1m 46s       | 13.25%           |
| 625              | 1m 50s       | 13.75%           |
| 650              | 1m 55s       | 14.5%            |
| 675              | 1m 59s       | 15%              |
| 700              | 2m 4s        | 15.5%            |
| 725              | 2m 8s        | 16%              |
| 750              | 2m 12s       | 16.75%           |
| 775              | 2m 17s       | 17.25%           |
| 800              | 2m 21s       | 17.75%           |
| 825              | 2m 26s       | 18.25%           |
| 850              | 2m 30s       | 19%              |
| 875              | 2m 35s       | 19.5%            |
| 900              | 2m 39s       | 20%              |
| 925              | 2m 43s       | 20.5%            |
| 950              | 2m 48s       | 21.25%           |
| 975              | 2m 52s       | 21.75%           |
| 1000             | 2m 57s       | 22.25%           |
| 1025             | 3m 1s        | 22.75%           |
| 1050             | 3m 6s        | 23.5%            |
| 1075             | 3m 10s       | 24%              |
| 1100             | 3m 15s       | 24.5%            |
| 1125             | 3m 19s       | 25%              |
| 1150             | 3m 23s       | 25.5%            |
| 1175             | 3m 28s       | 26.25%           |
| 1200             | 3m 32s       | 26.75%           |
| 1225             | 3m 37s       | 27.25%           |
| 1250             | 3m 41s       | 27.75%           |
| 1275             | 3m 46s       | 28.5%            |
| 1300             | 3m 50s       | 29%              |
| 1325             | 3m 54s       | 29.5%            |
| 1350             | 3m 59s       | 30%              |
| 1375             | 4m 3s        | 30.75%           |
| 1400             | 4m 8s        | 31.25%           |
| 1425             | 4m 12s       | 31.75%           |
| 1450             | 4m 17s       | 32.25%           |
| 1475             | 4m 21s       | 33%              |
| 1500             | 4m 25s       | 33.5%            |
| 1525             | 4m 30s       | 34%              |
| 1550             | 4m 34s       | 34.5%            |
| 1575             | 4m 39s       | 35.25%           |
| 1600             | 4m 43s       | 35.75%           |
| 1625             | 4m 48s       | 36.25%           |
| 1650             | 4m 52s       | 36.75%           |
| 1675             | 4m 56s       | 37.25%           |
| 1700             | 5m 1s        | 38%              |
| 1725             | 5m 5s        | 38.5%            |
| 1750             | 5m 10s       | 39%              |
| 1775             | 5m 14s       | 39.5%            |
| 1800             | 5m 19s       | 40.25%           |
| 1825             | 5m 23s       | 40.75%           |
| 1850             | 5m 28s       | 41.25%           |
| 1875             | 5m 32s       | 41.75%           |
| 1900             | 5m 37s       | 42.5%            |
| 1925             | 5m 41s       | 43%              |
| 1950             | 5m 45s       | 43.5%            |
| 1975             | 5m 50s       | 44%              |
| 2000             | 5m 54s       | 44.75%           |
| 2025             | 5m 59s       | 45.25%           |
| 2050             | 6m 3s        | 45.75%           |
| 2075             | 6m 8s        | 46.25%           |
| 2100             | 6m 12s       | 47%              |
| 2125             | 6m 17s       | 47.5%            |
| 2150             | 6m 21s       | 48%              |
| 2175             | 6m 25s       | 48.5%            |
| 2200             | 6m 30s       | 49.25%           |
| 2225             | 6m 34s       | 49.75%           |
| 2250             | 6m 39s       | 50.25%           |
| 2275             | 6m 43s       | 50.75%           |
| 2300             | 6m 48s       | 51.25%           |
| 2325             | 6m 52s       | 52%              |
| 2350             | 6m 56s       | 52.5%            |
| 2375             | 7m 1s        | 53%              |
| 2400             | 7m 5s        | 53.5%            |
| 2425             | 7m 10s       | 54.25%           |
| 2450             | 7m 14s       | 54.75%           |
| 2475             | 7m 19s       | 55.25%           |
| 2500             | 7m 23s       | 55.75%           |
| 2525             | 7m 27s       | 56.5%            |
| 2550             | 7m 32s       | 57%              |
| 2575             | 7m 36s       | 57.5%            |
| 2600             | 7m 41s       | 58%              |
| 2625             | 7m 45s       | 58.75%           |
| 2650             | 7m 50s       | 59.25%           |
| 2675             | 7m 54s       | 59.75%           |
| 2700             | 7m 58s       | 60.25%           |
| 2725             | 8m 3s        | 61%              |
| 2750             | 8m 7s        | 61.5%            |
| 2775             | 8m 12s       | 62%              |
| 2800             | 8m 16s       | 62.5%            |
| 2825             | 8m 21s       | 63%              |
| 2850             | 8m 25s       | 63.75%           |
| 2875             | 8m 30s       | 64.25%           |
| 2900             | 8m 34s       | 64.75%           |
| 2925             | 8m 38s       | 65.25%           |
| 2950             | 8m 43s       | 66%              |
| 2975             | 8m 47s       | 66.5%            |
| 3000             | 8m 52s       | 67%              |
| 3025             | 8m 56s       | 67.5%            |
| 3050             | 9m 1s        | 68.25%           |
| 3075             | 9m 5s        | 68.75%           |
| 3100             | 9m 9s        | 69.25%           |
| 3125             | 9m 14s       | 69.75%           |
| 3150             | 9m 18s       | 70.5%            |
| 3175             | 9m 23s       | 71%              |
| 3200             | 9m 27s       | 71.5%            |
| 3225             | 9m 32s       | 72%              |
| 3250             | 9m 36s       | 72.75%           |
| 3275             | 9m 40s       | 73.25%           |
| 3300             | 9m 45s       | 73.75%           |
| 3325             | 9m 49s       | 74.25%           |
| 3350             | 9m 54s       | 74.75%           |
| 3375             | 9m 58s       | 75.5%            |
| 3400             | 10m 3s       | 76%              |
| 3425             | 10m 7s       | 76.5%            |
| 3450             | 10m 11s      | 77%              |
| 3475             | 10m 16s      | 77.75%           |
| 3500             | 10m 20s      | 78.25%           |
| 3525             | 10m 25s      | 78.75%           |
| 3550             | 10m 29s      | 79.25%           |
| 3575             | 10m 34s      | 80%              |
| 3600             | 10m 38s      | 80.5%            |
| 3625             | 10m 43s      | 81%              |
| 3650             | 10m 47s      | 81.5%            |
| 3675             | 10m 51s      | 82.25%           |
| 3700             | 10m 56s      | 82.75%           |
| 3725             | 11m 0s       | 83.25%           |
| 3750             | 11m 5s       | 83.75%           |
| 3775             | 11m 9s       | 84.5%            |
| 3800             | 11m 14s      | 85%              |
| 3825             | 11m 18s      | 85.5%            |
| 3850             | 11m 22s      | 86%              |
| 3875             | 11m 27s      | 86.5%            |
| 3900             | 11m 31s      | 87.25%           |
| 3925             | 11m 36s      | 87.75%           |
| 3950             | 11m 40s      | 88.25%           |
| 3975             | 11m 45s      | 88.75%           |
| 4000             | 11m 49s      | 89.5%            |
| 4025             | 11m 53s      | 90%              |
| 4050             | 11m 58s      | 90.5%            |
| 4075             | 12m 2s       | 91%              |
| 4100             | 12m 7s       | 91.75%           |
| 4125             | 12m 11s      | 92.25%           |
| 4150             | 12m 16s      | 92.75%           |
| 4175             | 12m 20s      | 93.25%           |
| 4200             | 12m 25s      | 94%              |
| 4225             | 12m 29s      | 94.5%            |
| 4250             | 12m 33s      | 95%              |
| 4275             | 12m 38s      | 95.5%            |
| 4300             | 12m 42s      | 96.25%           |
| 4325             | 12m 47s      | 96.75%           |
| 4350             | 12m 51s      | 97.25%           |
| 4375             | 12m 56s      | 97.75%           |
| 4400             | 13m 0s       | 98.5%            |
| 4425             | 13m 4s       | 99%              |
| 4450             | 13m 9s       | 99.5%            |
| 4467             | 13m 12s      | 100%             |
| 4466             | 13m 12s      | 99.75%           |
+------------------+--------------+------------------+
EVALUATION METRICS FOR MODEL:
----------------------------------
Number of examples: 4467
Number of classes: 10
Accuracy: 96.37%

******CONFUSION MATRIX******
----------------------------------
True\Pred c0   c1   c2   c3   c4   c5   c6   c7   c8   c9   
c0        484  4    0    8    5    1    0    2    6    11   
c1        2    442  0    0    0    1    1    2    0    2    
c2        1    2    453  1    1    0    1    0    1    1    
c3        3    1    0    468  0    1    0    0    1    2    
c4        5    0    0    0    484  0    0    2    3    0    
c5        1    4    1    0    0    415  0    1    0    1    
c6        4    0    1    0    3    0    445  1    5    0    
c7        2    2    0    0    0    1    0    386  7    3    
c8        1    1    0    4    5    2    4    4    346  10   
c9        10   1    1    0    0    4    0    3    4    382  

******PRECISION RECALL******
----------------------------------
Class Precision(%)   Recall(%)      
c0    94.35          92.90          
c1    96.72          98.22          
c2    99.34          98.26          
c3    97.30          98.32          
c4    97.19          97.98          
c5    97.65          98.11          
c6    98.67          96.95          
c7    96.26          96.26          
c8    92.76          91.78          
c9    92.72          94.32          



real	70m39.710s
user	16m19.184s
sys	5m30.449s
